trip_id,realtime_trip_id
9918704-125-C-Sunday-50,3977004
9918705-125-C-Sunday-50,292727
9918706-125-C-Sunday-50,4007002
9918707-125-C-Sunday-50,4007109
9918708-125-C-Sunday-50,4007107
9918709-125-C-Sunday-50,4007105
9918710-125-C-Sunday-50,4007103
9918711-125-C-Sunday-50,4007101
9918712-125-C-Sunday-50,292725
9918713-125-C-Sunday-50,3977006
9918714-125-C-Sunday-50,3977002
9918715-125-C-Sunday-50,3977005
9918716-125-C-Sunday-50,3977001
9918717-125-C-Sunday-50,3977007
9918718-125-C-Sunday-50,3977003
9918719-125-C-Sunday-50,292707
9918720-125-C-Sunday-50,292739
9918721-125-C-Sunday-50,292706
9918722-125-C-Sunday-50,292764
9918723-125-C-Sunday-50,292758
9918724-125-C-Sunday-50,292768
9918725-125-C-Sunday-50,292766
9918726-125-C-Sunday-50,292762
9918727-125-C-Sunday-50,292760
9918728-125-C-Sunday-50,292754
9918729-125-C-Sunday-50,292756
9918730-125-C-Sunday-50,292752
9918731-125-C-Sunday-50,292712
9918732-125-C-Sunday-50,292748
9918733-125-C-Sunday-50,292734
9918734-125-C-Sunday-50,292732
9918735-125-C-Sunday-50,292728
9918736-125-C-Sunday-50,292750
9918737-125-C-Sunday-50,292745
9918738-125-C-Sunday-50,292733
9918739-125-C-Sunday-50,292722
9918740-125-C-Sunday-50,292710
9918741-125-C-Sunday-50,292746
9918742-125-C-Sunday-50,292742
9918743-125-C-Sunday-50,292714
9918744-125-C-Sunday-50,292716
9918745-125-C-Sunday-50,292718
9918746-125-C-Sunday-50,292720
9918747-125-C-Sunday-50,292726
9918748-125-C-Sunday-50,292730
9918749-125-C-Sunday-50,292736
9918750-125-C-Sunday-50,292740
9918751-125-C-Sunday-50,292744
9918752-125-C-Sunday-50,292704
9918753-125-C-Sunday-50,292724
9918754-125-C-Sunday-50,292738
9918755-125-C-Sunday-50,292702
9918756-125-C-Sunday-50,292713
9918757-125-C-Sunday-50,292701
9918758-125-C-Sunday-50,292703
9918759-125-C-Sunday-50,292705
9918760-125-C-Sunday-50,292765
9918761-125-C-Sunday-50,292763
9918762-125-C-Sunday-50,292757
9918763-125-C-Sunday-50,292755
9918764-125-C-Sunday-50,292759
9918765-125-C-Sunday-50,292753
9918766-125-C-Sunday-50,292761
9918767-125-C-Sunday-50,1227014
9918768-125-C-Sunday-50,1227015
9918769-125-C-Sunday-50,1227026
9918770-125-C-Sunday-50,1227027
9918771-125-C-Sunday-50,1227038
9918772-125-C-Sunday-50,1227039
9918773-125-C-Sunday-50,1227050
9918774-125-C-Sunday-50,1227051
9918775-125-C-Sunday-50,1227010
9918776-125-C-Sunday-50,1227011
9918777-125-C-Sunday-50,1227022
9918778-125-C-Sunday-50,1227023
9918779-125-C-Sunday-50,1227034
9918780-125-C-Sunday-50,1227035
9918781-125-C-Sunday-50,1227046
9918782-125-C-Sunday-50,1227047
9918783-125-C-Sunday-50,1227058
9918784-125-C-Sunday-50,1227055
9918785-125-C-Sunday-50,1227054
9918786-125-C-Sunday-50,1227031
9918787-125-C-Sunday-50,1227043
9918788-125-C-Sunday-50,1227042
9918789-125-C-Sunday-50,1227030
9918790-125-C-Sunday-50,1227019
9918791-125-C-Sunday-50,1227018
9918792-125-C-Sunday-50,1227007
9918793-125-C-Sunday-50,1227006
9918794-125-C-Sunday-50,1227001
9918795-125-C-Sunday-50,1227056
9918796-125-C-Sunday-50,1227045
9918797-125-C-Sunday-50,1227044
9918798-125-C-Sunday-50,1227033
9918799-125-C-Sunday-50,1227032
9918800-125-C-Sunday-50,1227021
9918801-125-C-Sunday-50,1227020
9918802-125-C-Sunday-50,1227009
9918803-125-C-Sunday-50,1227008
9918804-125-C-Sunday-50,1227029
9918805-125-C-Sunday-50,1227053
9918806-125-C-Sunday-50,1227052
9918807-125-C-Sunday-50,1227041
9918808-125-C-Sunday-50,1227040
9918809-125-C-Sunday-50,1227028
9918810-125-C-Sunday-50,1227017
9918811-125-C-Sunday-50,1227016
9918812-125-C-Sunday-50,1227005
9918813-125-C-Sunday-50,1227004
9918814-125-C-Sunday-50,1227002
9918815-125-C-Sunday-50,1227049
9918816-125-C-Sunday-50,1227048
9918817-125-C-Sunday-50,1227037
9918818-125-C-Sunday-50,1227036
9918819-125-C-Sunday-50,1227025
9918820-125-C-Sunday-50,1227024
9918821-125-C-Sunday-50,1227013
9918822-125-C-Sunday-50,1227012
9918823-125-C-Sunday-50,1227003
9918824-125-C-Sunday-50,2947001
9918825-125-C-Sunday-50,2967028
9918826-125-C-Sunday-50,2967004
9918827-125-C-Sunday-50,2967033
9918828-125-C-Sunday-50,2967038
9918829-125-C-Sunday-50,2967023
9918830-125-C-Sunday-50,2967020
9918831-125-C-Sunday-50,2967056
9918832-125-C-Sunday-50,2967043
9918833-125-C-Sunday-50,2967048
9918834-125-C-Sunday-50,2967035
9918835-125-C-Sunday-50,2967040
9918836-125-C-Sunday-50,2967025
9918837-125-C-Sunday-50,2967030
9918838-125-C-Sunday-50,2967015
9918839-125-C-Sunday-50,2967007
9918840-125-C-Sunday-50,2967018
9918841-125-C-Sunday-50,2967054
9918842-125-C-Sunday-50,2967041
9918843-125-C-Sunday-50,2967046
9918844-125-C-Sunday-50,2967031
9918845-125-C-Sunday-50,2967036
9918846-125-C-Sunday-50,2967021
9918847-125-C-Sunday-50,2967026
9918848-125-C-Sunday-50,2967013
9918849-125-C-Sunday-50,2967016
9918850-125-C-Sunday-50,2967047
9918851-125-C-Sunday-50,2967052
9918852-125-C-Sunday-50,2967039
9918853-125-C-Sunday-50,2967044
9918854-125-C-Sunday-50,2967029
9918855-125-C-Sunday-50,2967034
9918856-125-C-Sunday-50,2967019
9918857-125-C-Sunday-50,2967024
9918858-125-C-Sunday-50,2967011
9918859-125-C-Sunday-50,2967014
9918860-125-C-Sunday-50,2967045
9918861-125-C-Sunday-50,2967050
9918862-125-C-Sunday-50,2967037
9918863-125-C-Sunday-50,2967042
9918864-125-C-Sunday-50,2967027
9918865-125-C-Sunday-50,2967032
9918866-125-C-Sunday-50,2967017
9918867-125-C-Sunday-50,2967022
9918868-125-C-Sunday-50,2967009
9918869-125-C-Sunday-50,2967060
9918870-125-C-Sunday-50,2967058
9918871-125-C-Sunday-50,2967061
9918872-125-C-Sunday-50,2967059
9918873-125-C-Sunday-50,2967057
9918874-125-C-Sunday-50,2967055
9918875-125-C-Sunday-50,2967053
9918876-125-C-Sunday-50,2967051
9918877-125-C-Sunday-50,2967049
9918878-125-C-Sunday-50,2967005
9918879-125-C-Sunday-50,2967003
9918880-125-C-Sunday-50,2967010
9918881-125-C-Sunday-50,2967001
9918882-125-C-Sunday-50,2967002
9918883-125-C-Sunday-50,2967006
9918884-125-C-Sunday-50,2967008
9918885-125-C-Sunday-50,2967012
9918886-125-C-Sunday-50,2967066
9918887-125-C-Sunday-50,2967064
9918888-125-C-Sunday-50,2967062
9919125-125-C-Sunday-50,2947002
9913257-125-D-Weekday-50,2561002
9913258-125-D-Weekday-50,2561006
9913259-125-D-Weekday-50,2561005
9913260-125-D-Weekday-50,2941011
9913261-125-D-Weekday-50,2941012
9913262-125-D-Weekday-50,2941013
9913263-125-D-Weekday-50,2941014
9913264-125-D-Weekday-50,2561004
9913265-125-D-Weekday-50-SDon-1110100,591001
9913266-125-D-Weekday-50,1201062
9913267-125-D-Weekday-50,1201065
9913268-125-D-Weekday-50,1201076
9913269-125-D-Weekday-50,1201090
9913270-125-D-Weekday-50,1201101
9913271-125-D-Weekday-50,1201114
9913272-125-D-Weekday-50,1201121
9913273-125-D-Weekday-50,1411013
9913274-125-D-Weekday-50,1411008
9913275-125-D-Weekday-50,1411017
9913276-125-D-Weekday-50,1411012
9913277-125-D-Weekday-50,1411021
9913278-125-D-Weekday-50,1411016
9913279-125-D-Weekday-50,1411025
9913280-125-D-Weekday-50,1411020
9913281-125-D-Weekday-50,1411029
9913282-125-D-Weekday-50,1411024
9913283-125-D-Weekday-50,1411033
9913284-125-D-Weekday-50,1411028
9913285-125-D-Weekday-50,1411039
9913286-125-D-Weekday-50,1411038
9913287-125-D-Weekday-50,1411043
9913288-125-D-Weekday-50,1411046
9913289-125-D-Weekday-50,1411049
9913290-125-D-Weekday-50,1411052
9913291-125-D-Weekday-50,1411053
9913292-125-D-Weekday-50,1411056
9913293-125-D-Weekday-50,1411057
9913294-125-D-Weekday-50,1411060
9913295-125-D-Weekday-50,1101018
9913296-125-D-Weekday-50,1101021
9913297-125-D-Weekday-50,1121018
9913298-125-D-Weekday-50,1201083
9913299-125-D-Weekday-50,1201096
9913300-125-D-Weekday-50,1201107
9913301-125-D-Weekday-50,1411005
9913302-125-D-Weekday-50,1411006
9913303-125-D-Weekday-50-SDon,611006
9913304-125-D-Weekday-50,4001009
9913305-125-D-Weekday-50,4001034
9913306-125-D-Weekday-50,4001055
9913307-125-D-Weekday-50,4001082
9913308-125-D-Weekday-50,4001028
9913309-125-D-Weekday-50,4001049
9913310-125-D-Weekday-50,4001076
9913311-125-D-Weekday-50,4001105
9913312-125-D-Weekday-50,4001128
9913313-125-D-Weekday-50,1211001
9913314-125-D-Weekday-50,1211006
9913315-125-D-Weekday-50,1211009
9913316-125-D-Weekday-50,4001013
9913317-125-D-Weekday-50,4001040
9913318-125-D-Weekday-50,4001061
9913319-125-D-Weekday-50,1301006
9913320-125-D-Weekday-50,1301007
9913321-125-D-Weekday-50,1301026
9913322-125-D-Weekday-50,4001018
9913323-125-D-Weekday-50,4001039
9913324-125-D-Weekday-50,4001088
9913325-125-D-Weekday-50,4001111
9913326-125-D-Weekday-50,4001012
9913327-125-D-Weekday-50-SDon-1101100,601003
9913328-125-D-Weekday-50-SDon,611008
9913329-125-D-Weekday-50,1201003
9913330-125-D-Weekday-50,1201008
9913331-125-D-Weekday-50,1201011
9913332-125-D-Weekday-50,4001016
9913333-125-D-Weekday-50,4001037
9913334-125-D-Weekday-50,4001064
9913335-125-D-Weekday-50,4001085
9913336-125-D-Weekday-50,4001114
9913337-125-D-Weekday-50,1301078
9913338-125-D-Weekday-50,1301077
9913339-125-D-Weekday-50,1301102
9913340-125-D-Weekday-50,4001119
9913341-125-D-Weekday-50,4001134
9913342-125-D-Weekday-50,4001026
9913343-125-D-Weekday-50,4001047
9913344-125-D-Weekday-50-SDon,531003
9913345-125-D-Weekday-50-SDon-0001000,571003
9913346-125-D-Weekday-50,1401013
9913347-125-D-Weekday-50,1401014
9913348-125-D-Weekday-50,1401017
9913349-125-D-Weekday-50,1401018
9913350-125-D-Weekday-50,1401026
9913351-125-D-Weekday-50,1301010
9913352-125-D-Weekday-50,1301011
9913353-125-D-Weekday-50,4001053
9913354-125-D-Weekday-50,1211039
9913355-125-D-Weekday-50,1211046
9913356-125-D-Weekday-50,1211051
9913357-125-D-Weekday-50,1201014
9913358-125-D-Weekday-50,1201017
9913359-125-D-Weekday-50,1201032
9913360-125-D-Weekday-50,1201035
9913361-125-D-Weekday-50-SDon-1110100,1401021
9913362-125-D-Weekday-50-SDoff,1400021
9913363-125-D-Weekday-50,1401002
9913364-125-D-Weekday-50,1411003
9913365-125-D-Weekday-50,1411004
9913366-125-D-Weekday-50,1301024
9913367-125-D-Weekday-50,1301025
9913368-125-D-Weekday-50,1301048
9913369-125-D-Weekday-50,1301047
9913370-125-D-Weekday-50,1301070
9913371-125-D-Weekday-50,1201068
9913372-125-D-Weekday-50,1201073
9913373-125-D-Weekday-50,1201084
9913374-125-D-Weekday-50,1201093
9913375-125-D-Weekday-50,1201106
9913376-125-D-Weekday-50,1201115
9913377-125-D-Weekday-50-SDon,141004
9913378-125-D-Weekday-50-SDon,351006
9913379-125-D-Weekday-50,1101002
9913380-125-D-Weekday-50,1211005
9913381-125-D-Weekday-50,1211016
9913382-125-D-Weekday-50,1211019
9913383-125-D-Weekday-50,1211026
9913384-125-D-Weekday-50,1211029
9913385-125-D-Weekday-50,1211036
9913386-125-D-Weekday-50,1301096
9913387-125-D-Weekday-50,1101025
9913388-125-D-Weekday-50,1101032
9913389-125-D-Weekday-50,1101031
9913390-125-D-Weekday-50,1301091
9913391-125-D-Weekday-50-SDon,161003
9913392-125-D-Weekday-50-SDon,391001
9913393-125-D-Weekday-50,3981011
9913394-125-D-Weekday-50,3981008
9913395-125-D-Weekday-50-SDon-0001000,1414034
9913396-125-D-Weekday-50-SDon-0001000,1404023
9913397-125-D-Weekday-50,1101042
9913398-125-D-Weekday-50,1101037
9913399-125-D-Weekday-50,1101041
9913400-125-D-Weekday-50,1121032
9913401-125-D-Weekday-50-SDoff,1400023
9913402-125-D-Weekday-50,2951005
9913403-125-D-Weekday-50,2951008
9913404-125-D-Weekday-50,1121004
9913405-125-D-Weekday-50,1121003
9913406-125-D-Weekday-50,1121008
9913407-125-D-Weekday-50,1211022
9913408-125-D-Weekday-50,1211025
9913409-125-D-Weekday-50,1211032
9913410-125-D-Weekday-50,1211035
9913411-125-D-Weekday-50,1211042
9913412-125-D-Weekday-50,1211047
9913413-125-D-Weekday-50,1301012
9913414-125-D-Weekday-50,1301013
9913415-125-D-Weekday-50,1301058
9913416-125-D-Weekday-50,1301057
9913417-125-D-Weekday-50,1301080
9913418-125-D-Weekday-50,1101029
9913419-125-D-Weekday-50,1121028
9913420-125-D-Weekday-50,1121027
9913421-125-D-Weekday-50,1301109
9913422-125-D-Weekday-50,1301124
9913423-125-D-Weekday-50,1301121
9913424-125-D-Weekday-50,1201023
9913425-125-D-Weekday-50,1201036
9913426-125-D-Weekday-50,1201039
9913427-125-D-Weekday-50,1201050
9913428-125-D-Weekday-50,1301018
9913429-125-D-Weekday-50,1301019
9913430-125-D-Weekday-50,1301066
9913431-125-D-Weekday-50,1301065
9913432-125-D-Weekday-50,1301090
9913433-125-D-Weekday-50,1301087
9913434-125-D-Weekday-50,1301112
9913435-125-D-Weekday-50-SDon,351002
9913436-125-D-Weekday-50,1201037
9913437-125-D-Weekday-50-SDon,241002
9913438-125-D-Weekday-50-SDon,491001
9913439-125-D-Weekday-50,1201027
9913440-125-D-Weekday-50,1201038
9913441-125-D-Weekday-50,1201112
9913442-125-D-Weekday-50,1201119
9913443-125-D-Weekday-50,1201126
9913444-125-D-Weekday-50,1201131
9913445-125-D-Weekday-50,1401047
9913446-125-D-Weekday-50,1401052
9913447-125-D-Weekday-50,1301001
9913448-125-D-Weekday-50,1301014
9913449-125-D-Weekday-50,1201024
9913450-125-D-Weekday-50,1201029
9913451-125-D-Weekday-50,1301037
9913452-125-D-Weekday-50,1301060
9913453-125-D-Weekday-50,1301059
9913454-125-D-Weekday-50,1201082
9913455-125-D-Weekday-50,1201091
9913456-125-D-Weekday-50,1201060
9913457-125-D-Weekday-50,1201063
9913458-125-D-Weekday-50,1201098
9913459-125-D-Weekday-50,1201109
9913460-125-D-Weekday-50,1201120
9913461-125-D-Weekday-50,1201125
9913462-125-D-Weekday-50,1201130
9913463-125-D-Weekday-50,1201135
9913464-125-D-Weekday-50,1201136
9913465-125-D-Weekday-50,1201141
9913466-125-D-Weekday-50,1201142
9913467-125-D-Weekday-50-SDon-1101100,251004
9913468-125-D-Weekday-50-SDon-0010000,531004
9913470-125-D-Weekday-50-SDon-0010000,281002
9913471-125-D-Weekday-50,4001031
9913472-125-D-Weekday-50,4001070
9913473-125-D-Weekday-50,4001093
9913474-125-D-Weekday-50,4001120
9913475-125-D-Weekday-50,1401004
9913476-125-D-Weekday-50,1401007
9913477-125-D-Weekday-50,1401010
9913478-125-D-Weekday-50,1301068
9913479-125-D-Weekday-50,1301067
9913480-125-D-Weekday-50,1301092
9913481-125-D-Weekday-50,1301089
9913482-125-D-Weekday-50-SDon-0010000,611010
9913483-125-D-Weekday-50,4001056
9913484-125-D-Weekday-50,4001077
9913485-125-D-Weekday-50,4001106
9913486-125-D-Weekday-50,1301032
9913487-125-D-Weekday-50,1301031
9913488-125-D-Weekday-50-SDon,281003
9913489-125-D-Weekday-50-SDon,291002
9913490-125-D-Weekday-50,1301034
9913491-125-D-Weekday-50,1301033
9913492-125-D-Weekday-50,1301056
9913493-125-D-Weekday-50,1301055
9913494-125-D-Weekday-50,3981018
9913495-125-D-Weekday-50,1401037
9913496-125-D-Weekday-50,1401044
9913497-125-D-Weekday-50,1411037
9913498-125-D-Weekday-50,1411036
9913499-125-D-Weekday-50,1411041
9913500-125-D-Weekday-50,1411042
9913501-125-D-Weekday-50,1411045
9913502-125-D-Weekday-50,1411048
9913503-125-D-Weekday-50,1411051
9913504-125-D-Weekday-50,1411054
9913505-125-D-Weekday-50-SDon,161001
9913506-125-D-Weekday-50-SDon,621004
9913507-125-D-Weekday-50-SDon-1101100,581007
9913508-125-D-Weekday-50,3981009
9913509-125-D-Weekday-50,3981006
9913510-125-D-Weekday-50,3981015
9913511-125-D-Weekday-50,3981012
9913512-125-D-Weekday-50,1301093
9913513-125-D-Weekday-50,1301116
9913514-125-D-Weekday-50,1301113
9913515-125-D-Weekday-50,1211041
9913516-125-D-Weekday-50,1211048
9913517-125-D-Weekday-50,1211053
9913518-125-D-Weekday-50-SDon,1411011
9913519-125-D-Weekday-50-SDon,391002
9913520-125-D-Weekday-50-SDon,281004
9913521-125-D-Weekday-50-SDon-0001000,791001
9913522-125-D-Weekday-50-SDon-1101100,531010
9913523-125-D-Weekday-50,1401001
9913524-125-D-Weekday-50-SDoff,1400006
9913525-125-D-Weekday-50,4001015
9913526-125-D-Weekday-50,4001042
9913527-125-D-Weekday-50,4001063
9913528-125-D-Weekday-50,4001096
9913529-125-D-Weekday-50-SDon,1401006
9913530-125-D-Weekday-50-SDon-0010000,1403024
9913531-125-D-Weekday-50-SDon-0010000,671002
9913532-125-D-Weekday-50,1211010
9913533-125-D-Weekday-50,1211013
9913534-125-D-Weekday-50,1211020
9913535-125-D-Weekday-50,1211002
9913537-125-D-Weekday-50,1211003
9913538-125-D-Weekday-50,1211012
9913539-125-D-Weekday-50,1301027
9913540-125-D-Weekday-50,1301054
9913541-125-D-Weekday-50,1301053
9913542-125-D-Weekday-50,1301076
9913543-125-D-Weekday-50,1301075
9913544-125-D-Weekday-50,1301100
9913545-125-D-Weekday-50-SDon,591004
9913546-125-D-Weekday-50,4001032
9913547-125-D-Weekday-50,1201045
9913548-125-D-Weekday-50,1201056
9913549-125-D-Weekday-50,1401032
9913550-125-D-Weekday-50,1401031
9913551-125-D-Weekday-50,1401040
9913552-125-D-Weekday-50,1401039
9913553-125-D-Weekday-50,4001129
9913554-125-D-Weekday-50-SDon,351003
9913555-125-D-Weekday-50-SDon-0010000,581001
9913557-125-D-Weekday-50-SDon-0010000,541001
9913558-125-D-Weekday-50,1301083
9913559-125-D-Weekday-50,1301108
9913560-125-D-Weekday-50,1181009
9913561-125-D-Weekday-50,1181011
9913562-125-D-Weekday-50,1201069
9913563-125-D-Weekday-50,1201080
9913564-125-D-Weekday-50,1201087
9913565-125-D-Weekday-50,1211049
9913566-125-D-Weekday-50,1211056
9913567-125-D-Weekday-50,1401043
9913568-125-D-Weekday-50,1401048
9913569-125-D-Weekday-50,1401049
9913570-125-D-Weekday-50,4001017
9913571-125-D-Weekday-50,4001050
9913572-125-D-Weekday-50,4001071
9913573-125-D-Weekday-50,4001100
9913574-125-D-Weekday-50,4001021
9913575-125-D-Weekday-50,4001048
9913576-125-D-Weekday-50,4001069
9913577-125-D-Weekday-50,4001098
9913578-125-D-Weekday-50,4001103
9913579-125-D-Weekday-50,4001126
9913580-125-D-Weekday-50,1411015
9913581-125-D-Weekday-50,1411010
9913582-125-D-Weekday-50,1411019
9913583-125-D-Weekday-50,1411014
9913584-125-D-Weekday-50,1411023
9913585-125-D-Weekday-50,1411018
9913586-125-D-Weekday-50,1411027
9913587-125-D-Weekday-50,1411022
9913588-125-D-Weekday-50,1411031
9913589-125-D-Weekday-50,1411026
9913590-125-D-Weekday-50,1411035
9913591-125-D-Weekday-50,1411032
9913592-125-D-Weekday-50,1401033
9913593-125-D-Weekday-50,1401042
9913594-125-D-Weekday-50,1401041
9913595-125-D-Weekday-50,1401046
9913596-125-D-Weekday-50,1201086
9913597-125-D-Weekday-50,1201097
9913598-125-D-Weekday-50,1201110
9913599-125-D-Weekday-50,1301101
9913600-125-D-Weekday-50-SDon,1411044
9913601-125-D-Weekday-50,4001099
9913602-125-D-Weekday-50,4001124
9913603-125-D-Weekday-50-SDon,351004
9913604-125-D-Weekday-50,1201041
9913605-125-D-Weekday-50,1201052
9913606-125-D-Weekday-50-SDon,461004
9913607-125-D-Weekday-50,1301036
9913608-125-D-Weekday-50,1301035
9913609-125-D-Weekday-50,4001035
9913610-125-D-Weekday-50,1201004
9913611-125-D-Weekday-50,1201007
9913612-125-D-Weekday-50,1201020
9913613-125-D-Weekday-50,1201025
9913614-125-D-Weekday-50,1301050
9913615-125-D-Weekday-50,1301049
9913616-125-D-Weekday-50,1211038
9913617-125-D-Weekday-50,1211043
9913618-125-D-Weekday-50,1201116
9913619-125-D-Weekday-50,1301105
9913620-125-D-Weekday-50,4001081
9913621-125-D-Weekday-50,4001110
9913622-125-D-Weekday-50,1301051
9913623-125-D-Weekday-50,1301074
9913624-125-D-Weekday-50,1301073
9913625-125-D-Weekday-50,1411047
9913626-125-D-Weekday-50,1411050
9913627-125-D-Weekday-50,1301106
9913628-125-D-Weekday-50,1301103
9913629-125-D-Weekday-50-SDon,1101005
9913630-125-D-Weekday-50,1211014
9913631-125-D-Weekday-50,1211017
9913632-125-D-Weekday-50,1301072
9913633-125-D-Weekday-50,1301071
9913634-125-D-Weekday-50,1201102
9913635-125-D-Weekday-50,1201113
9913636-125-D-Weekday-50,1201122
9913637-125-D-Weekday-50,1201127
9913638-125-D-Weekday-50-SDon,1411009
9913639-125-D-Weekday-50-SDon-0001000,564004
9913640-125-D-Weekday-50,4001023
9913641-125-D-Weekday-50,4001066
9913642-125-D-Weekday-50,4001089
9913643-125-D-Weekday-50,4001118
9913644-125-D-Weekday-50,4001133
9913645-125-D-Weekday-50,1201104
9913646-125-D-Weekday-50,1301097
9913647-125-D-Weekday-50,1101008
9913648-125-D-Weekday-50,1101011
9913649-125-D-Weekday-50,1101014
9913650-125-D-Weekday-50,4001011
9913651-125-D-Weekday-50,4001038
9913652-125-D-Weekday-50,4001073
9913653-125-D-Weekday-50,4001102
9913654-125-D-Weekday-50,1201054
9913655-125-D-Weekday-50,1201057
9913656-125-D-Weekday-50-SDon,1121022
9913657-125-D-Weekday-50,1201094
9913658-125-D-Weekday-50,1201105
9913659-125-D-Weekday-50,1201118
9913660-125-D-Weekday-50,1201123
9913661-125-D-Weekday-50,1201128
9913662-125-D-Weekday-50,1201133
9913663-125-D-Weekday-50,1201134
9913664-125-D-Weekday-50,1201139
9913665-125-D-Weekday-50,1201140
9913666-125-D-Weekday-50-SDon,161004
9913667-125-D-Weekday-50-SDon-0010000,601004
9913669-125-D-Weekday-50-SDon-0010000,191001
9913670-125-D-Weekday-50,1201021
9913671-125-D-Weekday-50,1201034
9913672-125-D-Weekday-50,1201018
9913673-125-D-Weekday-50,1121002
9913674-125-D-Weekday-50,1121001
9913675-125-D-Weekday-50,1121006
9913676-125-D-Weekday-50,1201051
9913677-125-D-Weekday-50,1201061
9913678-125-D-Weekday-50,1201072
9913679-125-D-Weekday-50-SDon,371002
9913680-125-D-Weekday-50,1201048
9913681-125-D-Weekday-50,4001022
9913682-125-D-Weekday-50,4001043
9913683-125-D-Weekday-50,4001109
9913684-125-D-Weekday-50,4001130
9913685-125-D-Weekday-50,2701001
9913686-125-D-Weekday-50,2701002
9913687-125-D-Weekday-50,2701003
9913688-125-D-Weekday-50,2701004
9913689-125-D-Weekday-50,2701005
9913690-125-D-Weekday-50,2701006
9913691-125-D-Weekday-50,2701007
9913692-125-D-Weekday-50,2701008
9913693-125-D-Weekday-50,2701009
9913694-125-D-Weekday-50,2701017
9913695-125-D-Weekday-50,2701018
9913696-125-D-Weekday-50,2701019
9913697-125-D-Weekday-50,2701020
9913698-125-D-Weekday-50,2701021
9913699-125-D-Weekday-50,2701022
9913700-125-D-Weekday-50,2701023
9913701-125-D-Weekday-50,2701024
9913702-125-D-Weekday-50,2701025
9913703-125-D-Weekday-50,2701026
9913704-125-D-Weekday-50-SDon,461002
9913705-125-D-Weekday-50,3981007
9913706-125-D-Weekday-50,2951012
9913707-125-D-Weekday-50,2601030
9913708-125-D-Weekday-50,2601029
9913709-125-D-Weekday-50,2741029
9913710-125-D-Weekday-50,2741028
9913711-125-D-Weekday-50,2741033
9913712-125-D-Weekday-50,2741032
9913713-125-D-Weekday-50,2741037
9913714-125-D-Weekday-50,2741036
9913715-125-D-Weekday-50,2741041
9913716-125-D-Weekday-50,2811094
9913717-125-D-Weekday-50,2811095
9913718-125-D-Weekday-50,2811104
9913719-125-D-Weekday-50,2811101
9913720-125-D-Weekday-50,2811110
9913721-125-D-Weekday-50,2811107
9913722-125-D-Weekday-50-SDon,721008
9913723-125-D-Weekday-50,2941017
9913724-125-D-Weekday-50,2941018
9913725-125-D-Weekday-50,2511012
9913726-125-D-Weekday-50,2511011
9913727-125-D-Weekday-50,2501027
9913728-125-D-Weekday-50,2601018
9913729-125-D-Weekday-50,2761018
9913730-125-D-Weekday-50,2761019
9913731-125-D-Weekday-50,2761020
9913732-125-D-Weekday-50,2761021
9913733-125-D-Weekday-50,2761022
9913734-125-D-Weekday-50,2761023
9913735-125-D-Weekday-50,2761024
9913736-125-D-Weekday-50,2761025
9913737-125-D-Weekday-50,2761026
9913738-125-D-Weekday-50,4001075
9913739-125-D-Weekday-50,4001104
9913740-125-D-Weekday-50,4001123
9913741-125-D-Weekday-50,4001025
9913742-125-D-Weekday-50,4001054
9913743-125-D-Weekday-50,4001083
9913744-125-D-Weekday-50,4001112
9913745-125-D-Weekday-50,4001127
9913746-125-D-Weekday-50,2741002
9913747-125-D-Weekday-50,2741001
9913748-125-D-Weekday-50,2741004
9913749-125-D-Weekday-50,2741003
9913750-125-D-Weekday-50,2741006
9913751-125-D-Weekday-50,2741007
9913752-125-D-Weekday-50,2741010
9913753-125-D-Weekday-50,2741039
9913754-125-D-Weekday-50,2741038
9913755-125-D-Weekday-50,2741043
9913756-125-D-Weekday-50,2741042
9913757-125-D-Weekday-50,2741045
9913758-125-D-Weekday-50,4001084
9913759-125-D-Weekday-50,4001107
9913760-125-D-Weekday-50,4001014
9913761-125-D-Weekday-50,4001033
9913762-125-D-Weekday-50,4001062
9913763-125-D-Weekday-50,4001095
9913764-125-D-Weekday-50,4001122
9913765-125-D-Weekday-50-SDon,601009
9913766-125-D-Weekday-50-SDon-0010000,601002
9913767-125-D-Weekday-50-SDon-0011000,811005
9913768-125-D-Weekday-50-SDon-1100100,811003
9913769-125-D-Weekday-50-SDon,871002
9913771-125-D-Weekday-50-SDon,721001
9913772-125-D-Weekday-50,2951009
9913773-125-D-Weekday-50,2951014
9913774-125-D-Weekday-50,2951015
9913775-125-D-Weekday-50,2951020
9913776-125-D-Weekday-50,2951021
9913777-125-D-Weekday-50,2951026
9913778-125-D-Weekday-50,2951027
9913779-125-D-Weekday-50,3981024
9913780-125-D-Weekday-50,3981023
9913781-125-D-Weekday-50,3981028
9913782-125-D-Weekday-50,3981027
9913783-125-D-Weekday-50,2951002
9913784-125-D-Weekday-50,2951007
9913785-125-D-Weekday-50,2751015
9913786-125-D-Weekday-50,2751018
9913787-125-D-Weekday-50,2751019
9913788-125-D-Weekday-50,2751022
9913789-125-D-Weekday-50,2811068
9913790-125-D-Weekday-50,2811069
9913791-125-D-Weekday-50,2811082
9913792-125-D-Weekday-50,2811085
9913793-125-D-Weekday-50-SDon,2501009
9913794-125-D-Weekday-50,2941007
9913795-125-D-Weekday-50,2941008
9913796-125-D-Weekday-50,4001001
9913797-125-D-Weekday-50,4001020
9913798-125-D-Weekday-50,4001045
