route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
141-158,125-D-Saturday-50,9916635-125-D-Saturday-50,"Airport/Linden",1416008,0,,1410222
398-158,125-D-Saturday-50,9916636-125-D-Saturday-50,"San Bruno BART",3986032,0,,3980109
141-158,125-D-Saturday-50,9916637-125-D-Saturday-50,"Airport/Linden",1416010,0,,1410222
398-158,125-D-Saturday-50,9916638-125-D-Saturday-50,"Redwood City Transit Center",3986003,1,,3980110
141-158,125-D-Saturday-50,9916639-125-D-Saturday-50,"Airport/Linden",1416012,0,,1410222
281-158,125-D-Saturday-50,9916640-125-D-Saturday-50,"Stanford Mall",2816029,1,,2810215
141-158,125-D-Saturday-50,9916641-125-D-Saturday-50,"Airport/Linden",1416014,0,,1410222
398-158,125-D-Saturday-50,9916642-125-D-Saturday-50,"Redwood City Transit Center",3986027,1,,3980110
141-158,125-D-Saturday-50,9916643-125-D-Saturday-50,"Airport/Linden",1416016,0,,1410222
141-158,125-D-Saturday-50,9916644-125-D-Saturday-50,"San Bruno BART",1416019,1,,1410221
141-158,125-D-Saturday-50,9916645-125-D-Saturday-50,"Airport/Linden",1416022,0,,1410222
141-158,125-D-Saturday-50,9916646-125-D-Saturday-50,"San Bruno BART",1416025,1,,1410221
141-158,125-D-Saturday-50,9916647-125-D-Saturday-50,"Airport/Linden",1416028,0,,1410222
141-158,125-D-Saturday-50,9916648-125-D-Saturday-50,"San Bruno BART",1416031,1,,1410221
141-158,125-D-Saturday-50,9916649-125-D-Saturday-50,"Airport/Linden",1416034,0,,1410222
141-158,125-D-Saturday-50,9916650-125-D-Saturday-50,"San Bruno BART",1416037,1,,1410221
141-158,125-D-Saturday-50,9916651-125-D-Saturday-50,"Airport/Linden",1416040,0,,1410222
141-158,125-D-Saturday-50,9916652-125-D-Saturday-50,"San Bruno BART",1416043,1,,1410221
398-158,125-D-Saturday-50,9916653-125-D-Saturday-50,"San Bruno BART",3986004,0,,3980109
141-158,125-D-Saturday-50,9916654-125-D-Saturday-50,"San Bruno BART",1416017,1,,1410221
141-158,125-D-Saturday-50,9916655-125-D-Saturday-50,"Airport/Linden",1416020,0,,1410222
141-158,125-D-Saturday-50,9916656-125-D-Saturday-50,"San Bruno BART",1416023,1,,1410221
141-158,125-D-Saturday-50,9916657-125-D-Saturday-50,"Airport/Linden",1416026,0,,1410222
141-158,125-D-Saturday-50,9916658-125-D-Saturday-50,"San Bruno BART",1416029,1,,1410221
141-158,125-D-Saturday-50,9916659-125-D-Saturday-50,"Airport/Linden",1416032,0,,1410222
141-158,125-D-Saturday-50,9916660-125-D-Saturday-50,"San Bruno BART",1416035,1,,1410221
141-158,125-D-Saturday-50,9916661-125-D-Saturday-50,"Airport/Linden",1416038,0,,1410222
141-158,125-D-Saturday-50,9916662-125-D-Saturday-50,"San Bruno BART",1416041,1,,1410221
398-158,125-D-Saturday-50,9916663-125-D-Saturday-50,"Redwood City Transit Center",3986029,1,,3980110
398-158,125-D-Saturday-50,9916664-125-D-Saturday-50,"San Bruno BART",3986030,0,,3980109
250-158,125-D-Saturday-50,9916665-125-D-Saturday-50,"College of San Mateo",2506001,1,,2500341
250-158,125-D-Saturday-50,9916666-125-D-Saturday-50,"5th/El Camino",2506002,0,,2500348
250-158,125-D-Saturday-50,9916667-125-D-Saturday-50,"College of San Mateo",2506005,1,,2500341
250-158,125-D-Saturday-50,9916668-125-D-Saturday-50,"5th/El Camino",2506006,0,,2500348
250-158,125-D-Saturday-50,9916669-125-D-Saturday-50,"College of San Mateo",2506009,1,,2500341
250-158,125-D-Saturday-50,9916670-125-D-Saturday-50,"5th/El Camino",2506010,0,,2500348
250-158,125-D-Saturday-50,9916671-125-D-Saturday-50,"College of San Mateo",2506013,1,,2500341
250-158,125-D-Saturday-50,9916672-125-D-Saturday-50,"5th/El Camino",2506014,0,,2500348
250-158,125-D-Saturday-50,9916673-125-D-Saturday-50,"College of San Mateo",2506017,1,,2500341
250-158,125-D-Saturday-50,9916674-125-D-Saturday-50,"5th/El Camino",2506018,0,,2500348
250-158,125-D-Saturday-50,9916675-125-D-Saturday-50,"College of San Mateo",2506021,1,,2500341
250-158,125-D-Saturday-50,9916676-125-D-Saturday-50,"5th/El Camino",2506022,0,,2500348
250-158,125-D-Saturday-50,9916677-125-D-Saturday-50,"College of San Mateo",2506025,1,,2500341
250-158,125-D-Saturday-50,9916678-125-D-Saturday-50,"5th/El Camino",2506026,0,,2500348
294-158,125-D-Saturday-50,9916679-125-D-Saturday-50,"San Mateo Medical Center",2946004,0,,2940134
294-158,125-D-Saturday-50,9916680-125-D-Saturday-50,"Main/Poplar",2946007,1,,2940152
250-158,125-D-Saturday-50,9916681-125-D-Saturday-50,"College of San Mateo",2506003,1,,2500341
250-158,125-D-Saturday-50,9916682-125-D-Saturday-50,"5th/El Camino",2506004,0,,2500348
250-158,125-D-Saturday-50,9916683-125-D-Saturday-50,"College of San Mateo",2506007,1,,2500341
250-158,125-D-Saturday-50,9916684-125-D-Saturday-50,"5th/El Camino",2506008,0,,2500348
250-158,125-D-Saturday-50,9916685-125-D-Saturday-50,"College of San Mateo",2506011,1,,2500341
250-158,125-D-Saturday-50,9916686-125-D-Saturday-50,"5th/El Camino",2506012,0,,2500348
250-158,125-D-Saturday-50,9916687-125-D-Saturday-50,"College of San Mateo",2506015,1,,2500341
250-158,125-D-Saturday-50,9916688-125-D-Saturday-50,"5th/El Camino",2506016,0,,2500348
250-158,125-D-Saturday-50,9916689-125-D-Saturday-50,"College of San Mateo",2506019,1,,2500341
250-158,125-D-Saturday-50,9916690-125-D-Saturday-50,"5th/El Camino",2506020,0,,2500348
250-158,125-D-Saturday-50,9916691-125-D-Saturday-50,"College of San Mateo",2506023,1,,2500341
250-158,125-D-Saturday-50,9916692-125-D-Saturday-50,"5th/El Camino",2506024,0,,2500348
250-158,125-D-Saturday-50,9916693-125-D-Saturday-50,"College of San Mateo",2506027,1,,2500341
294-158,125-D-Saturday-50,9916694-125-D-Saturday-50,"Main/Poplar",2946019,1,,2940152
398-158,125-D-Saturday-50,9916695-125-D-Saturday-50,"San Bruno BART",3986016,0,,3980109
251-158,125-D-Saturday-50,9916696-125-D-Saturday-50,"Foster City",2516002,0,,2510054
251-158,125-D-Saturday-50,9916697-125-D-Saturday-50,"Hillsdale Mall",2516001,1,,2510112
294-158,125-D-Saturday-50,9916698-125-D-Saturday-50,"San Mateo Medical Center",2946014,0,,2940134
398-158,125-D-Saturday-50,9916699-125-D-Saturday-50,"San Bruno BART",3986018,0,,3980109
251-158,125-D-Saturday-50,9916700-125-D-Saturday-50,"Foster City",2516004,0,,2510054
251-158,125-D-Saturday-50,9916701-125-D-Saturday-50,"Hillsdale Mall",2516003,1,,2510112
294-158,125-D-Saturday-50,9916702-125-D-Saturday-50,"Main/Poplar",2946003,1,,2940152
398-158,125-D-Saturday-50,9916703-125-D-Saturday-50,"Redwood City Transit Center",3986015,1,,3980110
251-158,125-D-Saturday-50,9916704-125-D-Saturday-50,"Foster City",2516006,0,,2510054
251-158,125-D-Saturday-50,9916705-125-D-Saturday-50,"Hillsdale Mall",2516005,1,,2510112
398-158,125-D-Saturday-50,9916706-125-D-Saturday-50,"San Bruno BART",3986020,0,,3980109
294-158,125-D-Saturday-50,9916707-125-D-Saturday-50,"Main/Poplar",2946011,1,,2940152
251-158,125-D-Saturday-50,9916708-125-D-Saturday-50,"Foster City",2516008,0,,2510054
251-158,125-D-Saturday-50,9916709-125-D-Saturday-50,"Hillsdale Mall",2516007,1,,2510112
294-158,125-D-Saturday-50,9916710-125-D-Saturday-50,"San Mateo Medical Center",2946026,0,,2940134
294-158,125-D-Saturday-50,9916711-125-D-Saturday-50,"Main/Poplar",2946015,1,,2940152
251-158,125-D-Saturday-50,9916712-125-D-Saturday-50,"Foster City",2516010,0,,2510054
251-158,125-D-Saturday-50,9916713-125-D-Saturday-50,"Hillsdale Mall",2516009,1,,2510112
398-158,125-D-Saturday-50,9916714-125-D-Saturday-50,"San Bruno BART",3986022,0,,3980109
294-158,125-D-Saturday-50,9916715-125-D-Saturday-50,"Main/Poplar",2946009,1,,2940152
251-158,125-D-Saturday-50,9916716-125-D-Saturday-50,"Foster City",2516012,0,,2510054
251-158,125-D-Saturday-50,9916717-125-D-Saturday-50,"Hillsdale Mall",2516011,1,,2510112
398-158,125-D-Saturday-50,9916718-125-D-Saturday-50,"San Bruno BART",3986002,0,,3980109
398-158,125-D-Saturday-50,9916719-125-D-Saturday-50,"Redwood City Transit Center",3986001,1,,3980110
260-158,125-D-Saturday-50,9916720-125-D-Saturday-50,"",2606002,1,,2600318
260-158,125-D-Saturday-50,9916721-125-D-Saturday-50,"San Carlos Caltrain",2606001,0,,2600317
260-158,125-D-Saturday-50,9916722-125-D-Saturday-50,"",2606006,1,,2600318
294-158,125-D-Saturday-50,9916723-125-D-Saturday-50,"San Mateo Medical Center",2946006,0,,2940134
260-158,125-D-Saturday-50,9916724-125-D-Saturday-50,"",2606004,1,,2600318
260-158,125-D-Saturday-50,9916725-125-D-Saturday-50,"San Carlos Caltrain",2606003,0,,2600317
260-158,125-D-Saturday-50,9916726-125-D-Saturday-50,"",2606008,1,,2600318
260-158,125-D-Saturday-50,9916727-125-D-Saturday-50,"San Carlos Caltrain",2606005,0,,2600317
260-158,125-D-Saturday-50,9916728-125-D-Saturday-50,"",2606010,1,,2600318
260-158,125-D-Saturday-50,9916729-125-D-Saturday-50,"San Carlos Caltrain",2606007,0,,2600317
260-158,125-D-Saturday-50,9916730-125-D-Saturday-50,"",2606012,1,,2600318
260-158,125-D-Saturday-50,9916731-125-D-Saturday-50,"San Carlos Caltrain",2606009,0,,2600317
260-158,125-D-Saturday-50,9916732-125-D-Saturday-50,"",2606014,1,,2600318
260-158,125-D-Saturday-50,9916733-125-D-Saturday-50,"San Carlos Caltrain",2606011,0,,2600317
260-158,125-D-Saturday-50,9916734-125-D-Saturday-50,"",2606016,1,,2600318
260-158,125-D-Saturday-50,9916735-125-D-Saturday-50,"San Carlos Caltrain",2606013,0,,2600317
260-158,125-D-Saturday-50,9916736-125-D-Saturday-50,"",2606018,1,,2600318
260-158,125-D-Saturday-50,9916737-125-D-Saturday-50,"San Carlos Caltrain",2606015,0,,2600317
260-158,125-D-Saturday-50,9916738-125-D-Saturday-50,"",2606020,1,,2600318
260-158,125-D-Saturday-50,9916739-125-D-Saturday-50,"San Carlos Caltrain",2606017,0,,2600317
260-158,125-D-Saturday-50,9916740-125-D-Saturday-50,"",2606022,1,,2600318
260-158,125-D-Saturday-50,9916741-125-D-Saturday-50,"San Carlos Caltrain",2606019,0,,2600317
260-158,125-D-Saturday-50,9916742-125-D-Saturday-50,"",2606024,1,,2600318
260-158,125-D-Saturday-50,9916743-125-D-Saturday-50,"San Carlos Caltrain",2606021,0,,2600317
398-158,125-D-Saturday-50,9916744-125-D-Saturday-50,"San Bruno BART",3986026,0,,3980109
260-158,125-D-Saturday-50,9916745-125-D-Saturday-50,"San Carlos Caltrain",2606023,0,,2600317
398-158,125-D-Saturday-50,9916746-125-D-Saturday-50,"Redwood City Transit Center",3986025,1,,3980110
294-158,125-D-Saturday-50,9916747-125-D-Saturday-50,"Main/Poplar",2946029,1,,2940152
270-158,125-D-Saturday-50,9916748-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706001,1,,2700112
270-158,125-D-Saturday-50,9916749-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706002,0,,2700113
270-158,125-D-Saturday-50,9916750-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706003,1,,2700112
270-158,125-D-Saturday-50,9916751-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706004,0,,2700113
270-158,125-D-Saturday-50,9916752-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706005,1,,2700112
270-158,125-D-Saturday-50,9916753-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706006,0,,2700113
270-158,125-D-Saturday-50,9916754-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706007,1,,2700112
270-158,125-D-Saturday-50,9916755-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706008,0,,2700113
270-158,125-D-Saturday-50,9916756-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706009,1,,2700112
270-158,125-D-Saturday-50,9916757-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706010,0,,2700113
270-158,125-D-Saturday-50,9916758-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706011,1,,2700112
270-158,125-D-Saturday-50,9916759-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706012,0,,2700113
270-158,125-D-Saturday-50,9916760-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706013,1,,2700112
270-158,125-D-Saturday-50,9916761-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706014,0,,2700113
270-158,125-D-Saturday-50,9916762-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706015,1,,2700112
270-158,125-D-Saturday-50,9916763-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706016,0,,2700113
270-158,125-D-Saturday-50,9916764-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706017,1,,2700112
270-158,125-D-Saturday-50,9916765-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706018,0,,2700113
270-158,125-D-Saturday-50,9916766-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706019,1,,2700112
270-158,125-D-Saturday-50,9916767-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706020,0,,2700113
270-158,125-D-Saturday-50,9916768-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706021,1,,2700112
270-158,125-D-Saturday-50,9916769-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706022,0,,2700113
270-158,125-D-Saturday-50,9916770-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706023,1,,2700112
270-158,125-D-Saturday-50,9916771-125-D-Saturday-50,"Redwood City Transit Center - Loop",2706024,0,,2700113
294-158,125-D-Saturday-50,9916772-125-D-Saturday-50,"Main/Poplar",2946013,1,,2940152
294-158,125-D-Saturday-50,9916773-125-D-Saturday-50,"San Mateo Medical Center",2946010,0,,2940134
280-158,125-D-Saturday-50,9916774-125-D-Saturday-50,"Purdue/Fordham",2806002,0,,2800179
294-158,125-D-Saturday-50,9916775-125-D-Saturday-50,"San Mateo Medical Center",2946032,0,,2940134
294-158,125-D-Saturday-50,9916776-125-D-Saturday-50,"San Mateo Medical Center",2946012,0,,2940134
280-158,125-D-Saturday-50,9916777-125-D-Saturday-50,"Stanford Mall",2806001,1,,2800175
280-158,125-D-Saturday-50,9916778-125-D-Saturday-50,"Purdue/Fordham",2806006,0,,2800178
398-158,125-D-Saturday-50,9916779-125-D-Saturday-50,"Redwood City Transit Center",3986017,1,,3980110
294-158,125-D-Saturday-50,9916780-125-D-Saturday-50,"Main/Poplar",2946025,1,,2940152
280-158,125-D-Saturday-50,9916781-125-D-Saturday-50,"Purdue/Fordham",2806004,0,,2800178
398-158,125-D-Saturday-50,9916782-125-D-Saturday-50,"Redwood City Transit Center",3986021,1,,3980110
398-158,125-D-Saturday-50,9916783-125-D-Saturday-50,"Redwood City Transit Center",3986019,1,,3980110
280-158,125-D-Saturday-50,9916784-125-D-Saturday-50,"Stanford Mall",2806003,1,,2800175
280-158,125-D-Saturday-50,9916785-125-D-Saturday-50,"Purdue/Fordham",2806008,0,,2800178
398-158,125-D-Saturday-50,9916786-125-D-Saturday-50,"San Bruno BART",3986024,0,,3980109
398-158,125-D-Saturday-50,9916787-125-D-Saturday-50,"Redwood City Transit Center",3986023,1,,3980110
280-158,125-D-Saturday-50,9916788-125-D-Saturday-50,"Stanford Mall",2806005,1,,2800175
280-158,125-D-Saturday-50,9916789-125-D-Saturday-50,"Purdue/Fordham",2806010,0,,2800178
294-158,125-D-Saturday-50,9916790-125-D-Saturday-50,"Main/Poplar",2946005,1,,2940152
294-158,125-D-Saturday-50,9916791-125-D-Saturday-50,"San Mateo Medical Center",2946020,0,,2940134
280-158,125-D-Saturday-50,9916792-125-D-Saturday-50,"Stanford Mall",2806007,1,,2800175
280-158,125-D-Saturday-50,9916793-125-D-Saturday-50,"Purdue/Fordham",2806012,0,,2800178
294-158,125-D-Saturday-50,9916794-125-D-Saturday-50,"San Mateo Medical Center",2946008,0,,2940134
398-158,125-D-Saturday-50,9916795-125-D-Saturday-50,"San Bruno BART",3986028,0,,3980109
280-158,125-D-Saturday-50,9916796-125-D-Saturday-50,"Stanford Mall",2806009,1,,2800175
280-158,125-D-Saturday-50,9916797-125-D-Saturday-50,"Purdue/Fordham",2806014,0,,2800178
294-158,125-D-Saturday-50,9916798-125-D-Saturday-50,"Main/Poplar",2946017,1,,2940152
294-158,125-D-Saturday-50,9916799-125-D-Saturday-50,"San Mateo Medical Center",2946030,0,,2940134
280-158,125-D-Saturday-50,9916800-125-D-Saturday-50,"Stanford Mall",2806011,1,,2800175
280-158,125-D-Saturday-50,9916801-125-D-Saturday-50,"Purdue/Fordham",2806016,0,,2800178
398-158,125-D-Saturday-50,9916802-125-D-Saturday-50,"Redwood City Transit Center",3986013,1,,3980110
398-158,125-D-Saturday-50,9916803-125-D-Saturday-50,"San Bruno BART",3986014,0,,3980109
280-158,125-D-Saturday-50,9916804-125-D-Saturday-50,"Stanford Mall",2806013,1,,2800175
280-158,125-D-Saturday-50,9916805-125-D-Saturday-50,"Purdue/Fordham",2806018,0,,2800178
294-158,125-D-Saturday-50,9916806-125-D-Saturday-50,"Main/Poplar",2946023,1,,2940152
294-158,125-D-Saturday-50,9916807-125-D-Saturday-50,"San Mateo Medical Center",2946018,0,,2940134
280-158,125-D-Saturday-50,9916808-125-D-Saturday-50,"Stanford Mall",2806015,1,,2800175
280-158,125-D-Saturday-50,9916809-125-D-Saturday-50,"Purdue/Fordham",2806020,0,,2800178
398-158,125-D-Saturday-50,9916810-125-D-Saturday-50,"Redwood City Transit Center",3986011,1,,3980110
398-158,125-D-Saturday-50,9916811-125-D-Saturday-50,"San Bruno BART",3986012,0,,3980109
280-158,125-D-Saturday-50,9916812-125-D-Saturday-50,"Stanford Mall",2806017,1,,2800175
280-158,125-D-Saturday-50,9916813-125-D-Saturday-50,"Purdue/Fordham",2806022,0,,2800178
294-158,125-D-Saturday-50,9916814-125-D-Saturday-50,"Main/Poplar",2946027,1,,2940152
294-158,125-D-Saturday-50,9916815-125-D-Saturday-50,"San Mateo Medical Center",2946016,0,,2940134
280-158,125-D-Saturday-50,9916816-125-D-Saturday-50,"Stanford Mall",2806019,1,,2800175
280-158,125-D-Saturday-50,9916817-125-D-Saturday-50,"Purdue/Fordham",2806024,0,,2800178
398-158,125-D-Saturday-50,9916818-125-D-Saturday-50,"Redwood City Transit Center",3986009,1,,3980110
398-158,125-D-Saturday-50,9916819-125-D-Saturday-50,"San Bruno BART",3986010,0,,3980109
280-158,125-D-Saturday-50,9916820-125-D-Saturday-50,"Palo Alto Transit Center",2806021,1,,2800175
294-158,125-D-Saturday-50,9916821-125-D-Saturday-50,"San Mateo Medical Center",2946028,0,,2940134
294-158,125-D-Saturday-50,9916822-125-D-Saturday-50,"San Mateo Medical Center",2946024,0,,2940134
280-158,125-D-Saturday-50,9916823-125-D-Saturday-50,"Palo Alto Transit Center",2806023,1,,2800175
398-158,125-D-Saturday-50,9916824-125-D-Saturday-50,"Redwood City Transit Center",3986007,1,,3980110
398-158,125-D-Saturday-50,9916825-125-D-Saturday-50,"San Bruno BART",3986008,0,,3980109
281-158,125-D-Saturday-50,9916826-125-D-Saturday-50,"Onetta Harris Center",2816002,0,,2810216
281-158,125-D-Saturday-50,9916827-125-D-Saturday-50,"Stanford Mall",2816003,1,,2810215
256-158,125-D-Saturday-50,9916828-125-D-Saturday-50,"Foster City",2566014,0,,2560160
256-158,125-D-Saturday-50,9916829-125-D-Saturday-50,"Foster City",2566012,0,,2560160
256-158,125-D-Saturday-50,9916830-125-D-Saturday-50,"Foster City",2566010,0,,2560160
256-158,125-D-Saturday-50,9916831-125-D-Saturday-50,"Hillsdale Mall",2566001,1,,2560164
256-158,125-D-Saturday-50,9916832-125-D-Saturday-50,"Foster City",2566006,0,,2560160
256-158,125-D-Saturday-50,9916833-125-D-Saturday-50,"Hillsdale Mall",2566009,1,,2560164
256-158,125-D-Saturday-50,9916834-125-D-Saturday-50,"Hillsdale Mall",2566007,1,,2560164
256-158,125-D-Saturday-50,9916835-125-D-Saturday-50,"Hillsdale Mall",2566005,1,,2560164
256-158,125-D-Saturday-50,9916836-125-D-Saturday-50,"Hillsdale Mall",2566011,1,,2560164
256-158,125-D-Saturday-50,9916837-125-D-Saturday-50,"Foster City",2566004,0,,2560160
256-158,125-D-Saturday-50,9916838-125-D-Saturday-50,"Hillsdale Mall",2566013,1,,2560164
256-158,125-D-Saturday-50,9916839-125-D-Saturday-50,"Hillsdale Mall",2566003,1,,2560164
256-158,125-D-Saturday-50,9916840-125-D-Saturday-50,"Foster City",2566002,0,,2560160
256-158,125-D-Saturday-50,9916841-125-D-Saturday-50,"Foster City",2566008,0,,2560160
38-158,125-D-Saturday-50,9917267-125-D-Saturday-50,"Safe Harbor",386006,0,,380071
38-158,125-D-Saturday-50,9917268-125-D-Saturday-50,"Safe Harbor",386004,0,,380071
38-158,125-D-Saturday-50,9917269-125-D-Saturday-50,"Airport/Linden",386003,1,,380070
38-158,125-D-Saturday-50,9917270-125-D-Saturday-50,"Safe Harbor",386008,0,,380071
38-158,125-D-Saturday-50,9917271-125-D-Saturday-50,"Safe Harbor",386002,0,,380072
38-158,125-D-Saturday-50,9917272-125-D-Saturday-50,"Airport/Linden",386005,1,,380070
38-158,125-D-Saturday-50,9917273-125-D-Saturday-50,"Colma BART",386001,1,,380069
38-158,125-D-Saturday-50,9917274-125-D-Saturday-50,"Airport/Linden",386007,1,,380070
38-158,125-D-Saturday-50,9917275-125-D-Saturday-50,"Colma BART",386009,1,,380069
250-158,125-D-Sunday-50,9917286-125-D-Sunday-50,"College of San Mateo",2507001,1,,2500341
250-158,125-D-Sunday-50,9917287-125-D-Sunday-50,"College of San Mateo",2507003,1,,2500341
250-158,125-D-Sunday-50,9917288-125-D-Sunday-50,"College of San Mateo",2507005,1,,2500341
250-158,125-D-Sunday-50,9917289-125-D-Sunday-50,"College of San Mateo",2507007,1,,2500341
250-158,125-D-Sunday-50,9917290-125-D-Sunday-50,"College of San Mateo",2507009,1,,2500341
250-158,125-D-Sunday-50,9917291-125-D-Sunday-50,"College of San Mateo",2507011,1,,2500341
250-158,125-D-Sunday-50,9917292-125-D-Sunday-50,"College of San Mateo",2507013,1,,2500341
250-158,125-D-Sunday-50,9917293-125-D-Sunday-50,"College of San Mateo",2507015,1,,2500341
250-158,125-D-Sunday-50,9917294-125-D-Sunday-50,"College of San Mateo",2507017,1,,2500341
250-158,125-D-Sunday-50,9917295-125-D-Sunday-50,"College of San Mateo",2507019,1,,2500341
130-158,125-D-Sunday-50,9917296-125-D-Sunday-50,"",1307002,0,,1300271
141-158,125-D-Sunday-50,9917297-125-D-Sunday-50,"San Bruno BART",1417001,1,,1410221
130-158,125-D-Sunday-50,9917298-125-D-Sunday-50,"",1307004,0,,1300271
130-158,125-D-Sunday-50,9917299-125-D-Sunday-50,"",1307006,0,,1300271
141-158,125-D-Sunday-50,9917300-125-D-Sunday-50,"San Bruno BART",1417003,1,,1410221
130-158,125-D-Sunday-50,9917301-125-D-Sunday-50,"",1307008,0,,1300271
141-158,125-D-Sunday-50,9917302-125-D-Sunday-50,"San Bruno BART",1417005,1,,1410221
130-158,125-D-Sunday-50,9917303-125-D-Sunday-50,"",1307010,0,,1300271
141-158,125-D-Sunday-50,9917304-125-D-Sunday-50,"San Bruno BART",1417007,1,,1410221
130-158,125-D-Sunday-50,9917305-125-D-Sunday-50,"",1307012,0,,1300271
141-158,125-D-Sunday-50,9917306-125-D-Sunday-50,"San Bruno BART",1417009,1,,1410221
130-158,125-D-Sunday-50,9917307-125-D-Sunday-50,"",1307014,0,,1300271
141-158,125-D-Sunday-50,9917308-125-D-Sunday-50,"San Bruno BART",1417011,1,,1410221
130-158,125-D-Sunday-50,9917309-125-D-Sunday-50,"",1307016,0,,1300271
141-158,125-D-Sunday-50,9917310-125-D-Sunday-50,"San Bruno BART",1417013,1,,1410221
130-158,125-D-Sunday-50,9917311-125-D-Sunday-50,"",1307018,0,,1300271
141-158,125-D-Sunday-50,9917312-125-D-Sunday-50,"San Bruno BART",1417015,1,,1410221
130-158,125-D-Sunday-50,9917313-125-D-Sunday-50,"",1307020,0,,1300271
141-158,125-D-Sunday-50,9917314-125-D-Sunday-50,"San Bruno BART",1417017,1,,1410221
130-158,125-D-Sunday-50,9917315-125-D-Sunday-50,"",1307022,0,,1300271
141-158,125-D-Sunday-50,9917316-125-D-Sunday-50,"San Bruno BART",1417019,1,,1410221
130-158,125-D-Sunday-50,9917317-125-D-Sunday-50,"",1307024,0,,1300271
141-158,125-D-Sunday-50,9917318-125-D-Sunday-50,"San Bruno BART",1417021,1,,1410221
130-158,125-D-Sunday-50,9917319-125-D-Sunday-50,"",1307026,0,,1300271
141-158,125-D-Sunday-50,9917320-125-D-Sunday-50,"San Bruno BART",1417023,1,,1410221
130-158,125-D-Sunday-50,9917321-125-D-Sunday-50,"",1307028,0,,1300271
141-158,125-D-Sunday-50,9917322-125-D-Sunday-50,"San Bruno BART",1417025,1,,1410221
130-158,125-D-Sunday-50,9917323-125-D-Sunday-50,"",1307030,0,,1300271
141-158,125-D-Sunday-50,9917324-125-D-Sunday-50,"San Bruno BART",1417027,1,,1410221
130-158,125-D-Sunday-50,9917325-125-D-Sunday-50,"",1307032,0,,1300271
141-158,125-D-Sunday-50,9917326-125-D-Sunday-50,"San Bruno BART",1417029,1,,1410221
130-158,125-D-Sunday-50,9917327-125-D-Sunday-50,"",1307034,0,,1300271
141-158,125-D-Sunday-50,9917328-125-D-Sunday-50,"San Bruno BART",1417031,1,,1410221
130-158,125-D-Sunday-50,9917329-125-D-Sunday-50,"",1307036,0,,1300271
141-158,125-D-Sunday-50,9917330-125-D-Sunday-50,"San Bruno BART",1417033,1,,1410221
130-158,125-D-Sunday-50,9917331-125-D-Sunday-50,"",1307038,0,,1300271
141-158,125-D-Sunday-50,9917332-125-D-Sunday-50,"San Bruno BART",1417035,1,,1410221
130-158,125-D-Sunday-50,9917333-125-D-Sunday-50,"",1307040,0,,1300271
141-158,125-D-Sunday-50,9917334-125-D-Sunday-50,"San Bruno BART",1417037,1,,1410221
130-158,125-D-Sunday-50,9917335-125-D-Sunday-50,"",1307042,0,,1300271
141-158,125-D-Sunday-50,9917336-125-D-Sunday-50,"San Bruno BART",1417039,1,,1410221
130-158,125-D-Sunday-50,9917337-125-D-Sunday-50,"",1307044,0,,1300271
141-158,125-D-Sunday-50,9917338-125-D-Sunday-50,"San Bruno BART",1417041,1,,1410221
130-158,125-D-Sunday-50,9917339-125-D-Sunday-50,"",1307046,0,,1300271
141-158,125-D-Sunday-50,9917340-125-D-Sunday-50,"San Bruno BART",1417043,1,,1410221
130-158,125-D-Sunday-50,9917341-125-D-Sunday-50,"",1307048,0,,1300271
130-158,125-D-Sunday-50,9917342-125-D-Sunday-50,"",1307050,0,,1300271
140-158,125-D-Sunday-50,9917343-125-D-Sunday-50,"Manor/Palmetto",1407001,1,,1400610
140-158,125-D-Sunday-50,9917344-125-D-Sunday-50,"Manor/Palmetto",1407003,1,,1400610
140-158,125-D-Sunday-50,9917345-125-D-Sunday-50,"Manor/Palmetto",1407005,1,,1400610
140-158,125-D-Sunday-50,9917346-125-D-Sunday-50,"Manor/Palmetto",1407007,1,,1400610
140-158,125-D-Sunday-50,9917347-125-D-Sunday-50,"Manor/Palmetto",1407009,1,,1400610
