route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
ECR-158,125-D-Weekday-50,9913307-125-D-Weekday-50,"Daly City BART",4001082,0,,ECR0904
ECR-158,125-D-Weekday-50,9913308-125-D-Weekday-50,"Daly City BART",4001028,0,,ECR0904
ECR-158,125-D-Weekday-50,9913309-125-D-Weekday-50,"Palo Alto Transit Center",4001049,1,,ECR0903
ECR-158,125-D-Weekday-50,9913310-125-D-Weekday-50,"Daly City BART",4001076,0,,ECR0904
ECR-158,125-D-Weekday-50,9913311-125-D-Weekday-50,"Palo Alto Transit Center",4001105,1,,ECR0903
ECR-158,125-D-Weekday-50,9913312-125-D-Weekday-50,"Daly City BART",4001128,0,,ECR0904
121-158,125-D-Weekday-50,9913313-125-D-Weekday-50,"Serramonte Center",1211001,1,,1210297
121-158,125-D-Weekday-50,9913314-125-D-Weekday-50,"Pope/Bellevue",1211006,0,,1210289
121-158,125-D-Weekday-50,9913315-125-D-Weekday-50,"Skyline College",1211009,1,,1210295
ECR-158,125-D-Weekday-50,9913316-125-D-Weekday-50,"Palo Alto Transit Center",4001013,1,,ECR0903
ECR-158,125-D-Weekday-50,9913317-125-D-Weekday-50,"Daly City BART",4001040,0,,ECR0904
ECR-158,125-D-Weekday-50,9913318-125-D-Weekday-50,"Palo Alto Transit Center",4001061,1,,ECR0903
130-158,125-D-Weekday-50,9913319-125-D-Weekday-50,"Daly City BART",1301006,0,,1300267
130-158,125-D-Weekday-50,9913320-125-D-Weekday-50,"Colma BART",1301007,1,,1300266
130-158,125-D-Weekday-50,9913321-125-D-Weekday-50,"Daly City BART",1301026,0,,1300267
ECR-158,125-D-Weekday-50,9913322-125-D-Weekday-50,"Daly City BART",4001018,0,,ECR0904
ECR-158,125-D-Weekday-50,9913323-125-D-Weekday-50,"Palo Alto Transit Center",4001039,1,,ECR0903
ECR-158,125-D-Weekday-50,9913324-125-D-Weekday-50,"Daly City BART",4001088,0,,ECR0904
ECR-158,125-D-Weekday-50,9913325-125-D-Weekday-50,"Palo Alto Transit Center",4001111,1,,ECR0903
ECR-158,125-D-Weekday-50,9913326-125-D-Weekday-50,"Daly City BART",4001012,0,,ECR0904
60-158,125-D-Weekday-50-SDon-1101100,9913327-125-D-Weekday-50-SDon-1101100,"Ralston/Alameda",601003,1,,600157
61-158,125-D-Weekday-50-SDon,9913328-125-D-Weekday-50-SDon,"Alameda/Ralston",611008,0,,610039
120-158,125-D-Weekday-50,9913329-125-D-Weekday-50,"Colma BART",1201003,1,,1200224
120-158,125-D-Weekday-50,9913330-125-D-Weekday-50,"Brunswick/Templeton",1201008,0,,1200225
120-158,125-D-Weekday-50,9913331-125-D-Weekday-50,"Colma BART",1201011,1,,1200224
ECR-158,125-D-Weekday-50,9913332-125-D-Weekday-50,"Daly City BART",4001016,0,,ECR0904
ECR-158,125-D-Weekday-50,9913333-125-D-Weekday-50,"Palo Alto Transit Center",4001037,1,,ECR0903
ECR-158,125-D-Weekday-50,9913334-125-D-Weekday-50,"Daly City BART",4001064,0,,ECR0904
ECR-158,125-D-Weekday-50,9913335-125-D-Weekday-50,"Palo Alto Transit Center",4001085,1,,ECR0903
ECR-158,125-D-Weekday-50,9913336-125-D-Weekday-50,"Daly City BART",4001114,0,,ECR0904
130-158,125-D-Weekday-50,9913337-125-D-Weekday-50,"Daly City BART",1301078,0,,1300267
130-158,125-D-Weekday-50,9913338-125-D-Weekday-50,"Colma BART",1301077,1,,1300266
130-158,125-D-Weekday-50,9913339-125-D-Weekday-50,"Daly City BART",1301102,0,,1300267
ECR-158,125-D-Weekday-50,9913340-125-D-Weekday-50,"Palo Alto Transit Center",4001119,1,,ECR0903
ECR-158,125-D-Weekday-50,9913341-125-D-Weekday-50,"Daly City BART",4001134,0,,ECR0904
ECR-158,125-D-Weekday-50,9913342-125-D-Weekday-50,"Daly City BART",4001026,0,,ECR0904
ECR-158,125-D-Weekday-50,9913343-125-D-Weekday-50,"Palo Alto Transit Center",4001047,1,,ECR0903
53-158,125-D-Weekday-50-SDon,9913344-125-D-Weekday-50-SDon,"Borel School",531003,1,,530077
57-158,125-D-Weekday-50-SDon-0001000,9913345-125-D-Weekday-50-SDon-0001000,"Hillsdale High",571003,1,,570041
140-158,125-D-Weekday-50,9913346-125-D-Weekday-50,"Manor/Palmetto",1401013,1,,1400610
140-158,125-D-Weekday-50,9913347-125-D-Weekday-50,"SFO AirTrain",1401014,0,,1400609
140-158,125-D-Weekday-50,9913348-125-D-Weekday-50,"Manor/Palmetto",1401017,1,,1400610
140-158,125-D-Weekday-50,9913349-125-D-Weekday-50,"SFO AirTrain",1401018,0,,1400609
140-158,125-D-Weekday-50,9913350-125-D-Weekday-50,"SFO AirTrain",1401026,0,,1400611
130-158,125-D-Weekday-50,9913351-125-D-Weekday-50,"Daly City BART",1301010,0,,1300267
130-158,125-D-Weekday-50,9913352-125-D-Weekday-50,"Colma BART",1301011,1,,1300266
ECR-158,125-D-Weekday-50,9913353-125-D-Weekday-50,"Palo Alto Transit Center",4001053,1,,ECR0903
121-158,125-D-Weekday-50,9913354-125-D-Weekday-50,"Skyline College",1211039,1,,1210295
121-158,125-D-Weekday-50,9913355-125-D-Weekday-50,"Pope/Bellevue",1211046,0,,1210282
121-158,125-D-Weekday-50,9913356-125-D-Weekday-50,"Skyline College",1211051,1,,1210295
120-158,125-D-Weekday-50,9913357-125-D-Weekday-50,"Brunswick/Templeton",1201014,0,,1200225
120-158,125-D-Weekday-50,9913358-125-D-Weekday-50,"Colma BART",1201017,1,,1200224
120-158,125-D-Weekday-50,9913359-125-D-Weekday-50,"Brunswick/Templeton",1201032,0,,1200225
120-158,125-D-Weekday-50,9913360-125-D-Weekday-50,"Colma BART",1201035,1,,1200224
140-158,125-D-Weekday-50-SDon-1110100,9913361-125-D-Weekday-50-SDon-1110100,"Manor/Palmetto",1401021,1,,1400610
140-158,125-D-Weekday-50-SDoff,9913362-125-D-Weekday-50-SDoff,"Manor/Palmetto",1400021,1,,1400610
140-158,125-D-Weekday-50,9913363-125-D-Weekday-50,"SFO AirTrain",1401002,0,,1400609
141-158,125-D-Weekday-50,9913364-125-D-Weekday-50,"Shelter Creek",1411003,1,,1410218
141-158,125-D-Weekday-50,9913365-125-D-Weekday-50,"Airport/Linden",1411004,0,,1410219
130-158,125-D-Weekday-50,9913366-125-D-Weekday-50,"Daly City BART",1301024,0,,1300267
130-158,125-D-Weekday-50,9913367-125-D-Weekday-50,"Colma BART",1301025,1,,1300266
130-158,125-D-Weekday-50,9913368-125-D-Weekday-50,"Daly City BART",1301048,0,,1300267
130-158,125-D-Weekday-50,9913369-125-D-Weekday-50,"Colma BART",1301047,1,,1300266
130-158,125-D-Weekday-50,9913370-125-D-Weekday-50,"Daly City BART",1301070,0,,1300267
120-158,125-D-Weekday-50,9913371-125-D-Weekday-50,"Brunswick/Templeton",1201068,0,,1200225
120-158,125-D-Weekday-50,9913372-125-D-Weekday-50,"Colma BART",1201073,1,,1200224
120-158,125-D-Weekday-50,9913373-125-D-Weekday-50,"Brunswick/Templeton",1201084,0,,1200225
120-158,125-D-Weekday-50,9913374-125-D-Weekday-50,"Colma BART",1201093,1,,1200224
120-158,125-D-Weekday-50,9913375-125-D-Weekday-50,"Brunswick/Templeton",1201106,0,,1200225
120-158,125-D-Weekday-50,9913376-125-D-Weekday-50,"Colma BART",1201115,1,,1200224
14-158,125-D-Weekday-50-SDon,9913377-125-D-Weekday-50-SDon,"Linda Mar Park & Ride - Loop",141004,0,,140088
35-158,125-D-Weekday-50-SDon,9913378-125-D-Weekday-50-SDon,"Alta Loma School",351006,0,,350072
110-158,125-D-Weekday-50,9913379-125-D-Weekday-50,"Daly City BART",1101002,0,,1100185
121-158,125-D-Weekday-50,9913380-125-D-Weekday-50,"Skyline College",1211005,1,,1210295
121-158,125-D-Weekday-50,9913381-125-D-Weekday-50,"Pope/Bellevue",1211016,0,,1210280
121-158,125-D-Weekday-50,9913382-125-D-Weekday-50,"Skyline College",1211019,1,,1210295
121-158,125-D-Weekday-50,9913383-125-D-Weekday-50,"Pope/Bellevue",1211026,0,,1210280
121-158,125-D-Weekday-50,9913384-125-D-Weekday-50,"Skyline College",1211029,1,,1210295
121-158,125-D-Weekday-50,9913385-125-D-Weekday-50,"Pope/Bellevue",1211036,0,,1210280
130-158,125-D-Weekday-50,9913386-125-D-Weekday-50,"Daly City BART",1301096,0,,1300267
110-158,125-D-Weekday-50,9913387-125-D-Weekday-50,"Linda Mar Park & Ride",1101025,1,,1100186
110-158,125-D-Weekday-50,9913388-125-D-Weekday-50,"Daly City BART",1101032,0,,1100185
110-158,125-D-Weekday-50,9913389-125-D-Weekday-50,"Linda Mar Park & Ride",1101031,1,,1100186
130-158,125-D-Weekday-50,9913390-125-D-Weekday-50,"Colma BART",1301091,1,,1300266
16-158,125-D-Weekday-50-SDon,9913391-125-D-Weekday-50-SDon,"Terra Nova High",161003,1,,160064
39-158,125-D-Weekday-50-SDon,9913392-125-D-Weekday-50-SDon,"Hazelwood/Kenwood",391001,1,,390006
398-158,125-D-Weekday-50,9913393-125-D-Weekday-50,"Redwood City Transit Center",3981011,1,,3980110
398-158,125-D-Weekday-50,9913394-125-D-Weekday-50,"San Bruno BART",3981008,0,,3980109
141-158,125-D-Weekday-50-SDon-0001000,9913395-125-D-Weekday-50-SDon-0001000,"",1414034,0,,1410177
140-158,125-D-Weekday-50-SDon-0001000,9913396-125-D-Weekday-50-SDon-0001000,"Manor/Palmetto",1404023,1,,1400610
110-158,125-D-Weekday-50,9913397-125-D-Weekday-50,"Daly City BART",1101042,0,,1100185
110-158,125-D-Weekday-50,9913398-125-D-Weekday-50,"Linda Mar Park & Ride",1101037,1,,1100186
110-158,125-D-Weekday-50,9913399-125-D-Weekday-50,"Linda Mar Park & Ride",1101041,1,,1100186
112-158,125-D-Weekday-50,9913400-125-D-Weekday-50,"Colma BART",1121032,0,,1120157
140-158,125-D-Weekday-50-SDoff,9913401-125-D-Weekday-50-SDoff,"Manor/Palmetto",1400023,1,,1400610
295-158,125-D-Weekday-50,9913402-125-D-Weekday-50,"Redwood City Transit Center",2951005,1,,2950368
295-158,125-D-Weekday-50,9913403-125-D-Weekday-50,"San Mateo Caltrain",2951008,0,,2950369
112-158,125-D-Weekday-50,9913404-125-D-Weekday-50,"Colma BART",1121004,0,,1120157
112-158,125-D-Weekday-50,9913405-125-D-Weekday-50,"Linda Mar Park & Ride",1121003,1,,1120134
112-158,125-D-Weekday-50,9913406-125-D-Weekday-50,"Colma BART",1121008,0,,1120157
121-158,125-D-Weekday-50,9913407-125-D-Weekday-50,"Pope/Bellevue",1211022,0,,1210280
121-158,125-D-Weekday-50,9913408-125-D-Weekday-50,"Skyline College",1211025,1,,1210295
121-158,125-D-Weekday-50,9913409-125-D-Weekday-50,"Pope/Bellevue",1211032,0,,1210280
121-158,125-D-Weekday-50,9913410-125-D-Weekday-50,"Skyline College",1211035,1,,1210295
121-158,125-D-Weekday-50,9913411-125-D-Weekday-50,"Pope/Bellevue",1211042,0,,1210282
121-158,125-D-Weekday-50,9913412-125-D-Weekday-50,"Skyline College",1211047,1,,1210295
130-158,125-D-Weekday-50,9913413-125-D-Weekday-50,"Daly City BART",1301012,0,,1300267
130-158,125-D-Weekday-50,9913414-125-D-Weekday-50,"Colma BART",1301013,1,,1300266
130-158,125-D-Weekday-50,9913415-125-D-Weekday-50,"Daly City BART",1301058,0,,1300267
130-158,125-D-Weekday-50,9913416-125-D-Weekday-50,"Colma BART",1301057,1,,1300266
130-158,125-D-Weekday-50,9913417-125-D-Weekday-50,"Daly City BART",1301080,0,,1300267
110-158,125-D-Weekday-50,9913418-125-D-Weekday-50,"Linda Mar Park & Ride",1101029,1,,1100186
112-158,125-D-Weekday-50,9913419-125-D-Weekday-50,"Colma BART",1121028,0,,1120157
112-158,125-D-Weekday-50,9913420-125-D-Weekday-50,"Linda Mar Park & Ride",1121027,1,,1120134
130-158,125-D-Weekday-50,9913421-125-D-Weekday-50,"Colma BART",1301109,1,,1300266
130-158,125-D-Weekday-50,9913422-125-D-Weekday-50,"Daly City BART",1301124,0,,1300267
130-158,125-D-Weekday-50,9913423-125-D-Weekday-50,"Colma BART",1301121,1,,1300266
120-158,125-D-Weekday-50,9913424-125-D-Weekday-50,"Colma BART",1201023,1,,1200224
120-158,125-D-Weekday-50,9913425-125-D-Weekday-50,"Brunswick/Templeton",1201036,0,,1200225
120-158,125-D-Weekday-50,9913426-125-D-Weekday-50,"Colma BART",1201039,1,,1200224
120-158,125-D-Weekday-50,9913427-125-D-Weekday-50,"Brunswick/Templeton",1201050,0,,1200225
130-158,125-D-Weekday-50,9913428-125-D-Weekday-50,"Daly City BART",1301018,0,,1300267
130-158,125-D-Weekday-50,9913429-125-D-Weekday-50,"Colma BART",1301019,1,,1300266
130-158,125-D-Weekday-50,9913430-125-D-Weekday-50,"Daly City BART",1301066,0,,1300267
130-158,125-D-Weekday-50,9913431-125-D-Weekday-50,"Colma BART",1301065,1,,1300266
130-158,125-D-Weekday-50,9913432-125-D-Weekday-50,"Daly City BART",1301090,0,,1300267
130-158,125-D-Weekday-50,9913433-125-D-Weekday-50,"Colma BART",1301087,1,,1300266
130-158,125-D-Weekday-50,9913434-125-D-Weekday-50,"Daly City BART",1301112,0,,1300267
35-158,125-D-Weekday-50-SDon,9913435-125-D-Weekday-50-SDon,"El Camino High",351002,0,,350073
120-158,125-D-Weekday-50,9913436-125-D-Weekday-50,"Colma BART",1201037,1,,1200224
24-158,125-D-Weekday-50-SDon,9913437-125-D-Weekday-50-SDon,"Brisbane",241002,0,,240039
49-158,125-D-Weekday-50-SDon,9913438-125-D-Weekday-50-SDon,"Terra Nova High",491001,1,,490038
120-158,125-D-Weekday-50,9913439-125-D-Weekday-50,"Colma BART",1201027,1,,1200224
120-158,125-D-Weekday-50,9913440-125-D-Weekday-50,"Brunswick/Templeton",1201038,0,,1200225
120-158,125-D-Weekday-50,9913441-125-D-Weekday-50,"Brunswick/Templeton",1201112,0,,1200225
120-158,125-D-Weekday-50,9913442-125-D-Weekday-50,"Colma BART",1201119,1,,1200224
120-158,125-D-Weekday-50,9913443-125-D-Weekday-50,"Brunswick/Templeton",1201126,0,,1200225
120-158,125-D-Weekday-50,9913444-125-D-Weekday-50,"Colma BART",1201131,1,,1200224
140-158,125-D-Weekday-50,9913445-125-D-Weekday-50,"Manor/Palmetto",1401047,1,,1400610
140-158,125-D-Weekday-50,9913446-125-D-Weekday-50,"SFO AirTrain",1401052,0,,1400609
130-158,125-D-Weekday-50,9913447-125-D-Weekday-50,"",1301001,1,,1300266
130-158,125-D-Weekday-50,9913448-125-D-Weekday-50,"Daly City BART",1301014,0,,1300267
120-158,125-D-Weekday-50,9913449-125-D-Weekday-50,"Brunswick/Templeton",1201024,0,,1200225
120-158,125-D-Weekday-50,9913450-125-D-Weekday-50,"Colma BART",1201029,1,,1200224
130-158,125-D-Weekday-50,9913451-125-D-Weekday-50,"Colma BART",1301037,1,,1300266
130-158,125-D-Weekday-50,9913452-125-D-Weekday-50,"Daly City BART",1301060,0,,1300267
130-158,125-D-Weekday-50,9913453-125-D-Weekday-50,"Colma BART",1301059,1,,1300266
120-158,125-D-Weekday-50,9913454-125-D-Weekday-50,"Brunswick/Templeton",1201082,0,,1200225
120-158,125-D-Weekday-50,9913455-125-D-Weekday-50,"Colma BART",1201091,1,,1200224
120-158,125-D-Weekday-50,9913456-125-D-Weekday-50,"Brunswick/Templeton",1201060,0,,1200225
120-158,125-D-Weekday-50,9913457-125-D-Weekday-50,"Colma BART",1201063,1,,1200224
120-158,125-D-Weekday-50,9913458-125-D-Weekday-50,"Brunswick/Templeton",1201098,0,,1200225
120-158,125-D-Weekday-50,9913459-125-D-Weekday-50,"Colma BART",1201109,1,,1200224
120-158,125-D-Weekday-50,9913460-125-D-Weekday-50,"Brunswick/Templeton",1201120,0,,1200225
120-158,125-D-Weekday-50,9913461-125-D-Weekday-50,"Colma BART",1201125,1,,1200224
120-158,125-D-Weekday-50,9913462-125-D-Weekday-50,"Brunswick/Templeton",1201130,0,,1200225
120-158,125-D-Weekday-50,9913463-125-D-Weekday-50,"Colma BART",1201135,1,,1200224
120-158,125-D-Weekday-50,9913464-125-D-Weekday-50,"Brunswick/Templeton",1201136,0,,1200225
120-158,125-D-Weekday-50,9913465-125-D-Weekday-50,"Colma BART",1201141,1,,1200224
120-158,125-D-Weekday-50,9913466-125-D-Weekday-50,"Brunswick/Templeton",1201142,0,,1200225
25-158,125-D-Weekday-50-SDon-1101100,9913467-125-D-Weekday-50-SDon-1101100,"Los Olivos/Santa Barbara",251004,0,,250041
53-158,125-D-Weekday-50-SDon-0010000,9913468-125-D-Weekday-50-SDon-0010000,"Peninsula/Humboldt",531004,0,,530070
28-158,125-D-Weekday-50-SDon-0010000,9913470-125-D-Weekday-50-SDon-0010000,"Serramonte Center",281002,0,,280044
ECR-158,125-D-Weekday-50,9913471-125-D-Weekday-50,"Palo Alto Transit Center",4001031,1,,ECR0903
ECR-158,125-D-Weekday-50,9913472-125-D-Weekday-50,"Daly City BART",4001070,0,,ECR0904
ECR-158,125-D-Weekday-50,9913473-125-D-Weekday-50,"Palo Alto Transit Center",4001093,1,,ECR0903
ECR-158,125-D-Weekday-50,9913474-125-D-Weekday-50,"Daly City BART",4001120,0,,ECR0904
140-158,125-D-Weekday-50,9913475-125-D-Weekday-50,"SFO AirTrain",1401004,0,,1400609
140-158,125-D-Weekday-50,9913476-125-D-Weekday-50,"Manor/Palmetto",1401007,1,,1400610
140-158,125-D-Weekday-50,9913477-125-D-Weekday-50,"SFO AirTrain",1401010,0,,1400609
130-158,125-D-Weekday-50,9913478-125-D-Weekday-50,"Daly City BART",1301068,0,,1300267
130-158,125-D-Weekday-50,9913479-125-D-Weekday-50,"Colma BART",1301067,1,,1300266
130-158,125-D-Weekday-50,9913480-125-D-Weekday-50,"Daly City BART",1301092,0,,1300267
130-158,125-D-Weekday-50,9913481-125-D-Weekday-50,"Colma BART",1301089,1,,1300266
61-158,125-D-Weekday-50-SDon-0010000,9913482-125-D-Weekday-50-SDon-0010000,"Alameda/Ralston",611010,0,,610039
ECR-158,125-D-Weekday-50,9913483-125-D-Weekday-50,"Daly City BART",4001056,0,,ECR0904
ECR-158,125-D-Weekday-50,9913484-125-D-Weekday-50,"Palo Alto Transit Center",4001077,1,,ECR0903
ECR-158,125-D-Weekday-50,9913485-125-D-Weekday-50,"Daly City BART",4001106,0,,ECR0904
130-158,125-D-Weekday-50,9913486-125-D-Weekday-50,"Daly City BART",1301032,0,,1300267
130-158,125-D-Weekday-50,9913487-125-D-Weekday-50,"Colma BART",1301031,1,,1300266
28-158,125-D-Weekday-50-SDon,9913488-125-D-Weekday-50-SDon,"South City High",281003,1,,280052
29-158,125-D-Weekday-50-SDon,9913489-125-D-Weekday-50-SDon,"Lipman School",291002,0,,290006
130-158,125-D-Weekday-50,9913490-125-D-Weekday-50,"Daly City BART",1301034,0,,1300267
130-158,125-D-Weekday-50,9913491-125-D-Weekday-50,"Colma BART",1301033,1,,1300266
130-158,125-D-Weekday-50,9913492-125-D-Weekday-50,"Daly City BART",1301056,0,,1300267
130-158,125-D-Weekday-50,9913493-125-D-Weekday-50,"Colma BART",1301055,1,,1300266
398-158,125-D-Weekday-50,9913494-125-D-Weekday-50,"San Bruno BART",3981018,0,,3980109
140-158,125-D-Weekday-50,9913495-125-D-Weekday-50,"Manor/Palmetto",1401037,1,,1400610
140-158,125-D-Weekday-50,9913496-125-D-Weekday-50,"SFO AirTrain",1401044,0,,1400609
141-158,125-D-Weekday-50,9913497-125-D-Weekday-50,"Shelter Creek",1411037,1,,1410216
141-158,125-D-Weekday-50,9913498-125-D-Weekday-50,"Airport/Linden",1411036,0,,1410219
141-158,125-D-Weekday-50,9913499-125-D-Weekday-50,"Shelter Creek",1411041,1,,1410216
141-158,125-D-Weekday-50,9913500-125-D-Weekday-50,"Airport/Linden",1411042,0,,1410219
141-158,125-D-Weekday-50,9913501-125-D-Weekday-50,"Shelter Creek",1411045,1,,1410216
141-158,125-D-Weekday-50,9913502-125-D-Weekday-50,"Airport/Linden",1411048,0,,1410217
141-158,125-D-Weekday-50,9913503-125-D-Weekday-50,"Shelter Creek",1411051,1,,1410218
141-158,125-D-Weekday-50,9913504-125-D-Weekday-50,"Airport/Linden",1411054,0,,1410219
16-158,125-D-Weekday-50-SDon,9913505-125-D-Weekday-50-SDon,"Terra Nova High",161001,1,,160064
62-158,125-D-Weekday-50-SDon,9913506-125-D-Weekday-50-SDon,"Dale View/Old County",621004,0,,620059
58-158,125-D-Weekday-50-SDon-1101100,9913507-125-D-Weekday-50-SDon-1101100,"Polhemus/Paul Scannell",581007,1,,580047
398-158,125-D-Weekday-50,9913508-125-D-Weekday-50,"Redwood City Transit Center",3981009,1,,3980110
398-158,125-D-Weekday-50,9913509-125-D-Weekday-50,"San Bruno BART",3981006,0,,3980109
398-158,125-D-Weekday-50,9913510-125-D-Weekday-50,"Redwood City Transit Center",3981015,1,,3980110
398-158,125-D-Weekday-50,9913511-125-D-Weekday-50,"San Bruno BART",3981012,0,,3980109
130-158,125-D-Weekday-50,9913512-125-D-Weekday-50,"Colma BART",1301093,1,,1300266
130-158,125-D-Weekday-50,9913513-125-D-Weekday-50,"Daly City BART",1301116,0,,1300267
130-158,125-D-Weekday-50,9913514-125-D-Weekday-50,"Colma BART",1301113,1,,1300266
121-158,125-D-Weekday-50,9913515-125-D-Weekday-50,"Skyline College",1211041,1,,1210295
121-158,125-D-Weekday-50,9913516-125-D-Weekday-50,"Pope/Bellevue",1211048,0,,1210280
121-158,125-D-Weekday-50,9913517-125-D-Weekday-50,"Skyline College",1211053,1,,1210295
141-158,125-D-Weekday-50-SDon,9913518-125-D-Weekday-50-SDon,"Niles/Cedar",1411011,1,,1410224
39-158,125-D-Weekday-50-SDon,9913519-125-D-Weekday-50-SDon,"Alta Loma School",391002,0,,390022
28-158,125-D-Weekday-50-SDon,9913520-125-D-Weekday-50-SDon,"Serramonte Center",281004,0,,280044
79-158,125-D-Weekday-50-SDon-0001000,9913521-125-D-Weekday-50-SDon-0001000,"Florence/17th",791001,0,,790082
53-158,125-D-Weekday-50-SDon-1101100,9913522-125-D-Weekday-50-SDon-1101100,"Peninsula/Humboldt",531010,0,,530070
140-158,125-D-Weekday-50,9913523-125-D-Weekday-50,"Manor/Palmetto",1401001,1,,1400610
140-158,125-D-Weekday-50-SDoff,9913524-125-D-Weekday-50-SDoff,"SFO AirTrain",1400006,0,,1400611
ECR-158,125-D-Weekday-50,9913525-125-D-Weekday-50,"Palo Alto Transit Center",4001015,1,,ECR0903
ECR-158,125-D-Weekday-50,9913526-125-D-Weekday-50,"Daly City BART",4001042,0,,ECR0904
ECR-158,125-D-Weekday-50,9913527-125-D-Weekday-50,"Palo Alto Transit Center",4001063,1,,ECR0903
ECR-158,125-D-Weekday-50,9913528-125-D-Weekday-50,"Daly City BART",4001096,0,,ECR0904
140-158,125-D-Weekday-50-SDon,9913529-125-D-Weekday-50-SDon,"SFO AirTrain",1401006,0,,1400613
140-158,125-D-Weekday-50-SDon-0010000,9913530-125-D-Weekday-50-SDon-0010000,"SFO AirTrain",1403024,0,,1400612
67-158,125-D-Weekday-50-SDon-0010000,9913531-125-D-Weekday-50-SDon-0010000,"Bridge/Bowsprit",671002,0,,670091
121-158,125-D-Weekday-50,9913532-125-D-Weekday-50,"Pope/Bellevue",1211010,0,,1210280
121-158,125-D-Weekday-50,9913533-125-D-Weekday-50,"Skyline College",1211013,1,,1210295
121-158,125-D-Weekday-50,9913534-125-D-Weekday-50,"Pope/Bellevue",1211020,0,,1210280
121-158,125-D-Weekday-50,9913535-125-D-Weekday-50,"Pope/Bellevue",1211002,0,,1210289
121-158,125-D-Weekday-50,9913537-125-D-Weekday-50,"Skyline College",1211003,1,,1210296
121-158,125-D-Weekday-50,9913538-125-D-Weekday-50,"Pope/Bellevue",1211012,0,,1210280
130-158,125-D-Weekday-50,9913539-125-D-Weekday-50,"Colma BART",1301027,1,,1300266
130-158,125-D-Weekday-50,9913540-125-D-Weekday-50,"Daly City BART",1301054,0,,1300267
130-158,125-D-Weekday-50,9913541-125-D-Weekday-50,"Colma BART",1301053,1,,1300266
130-158,125-D-Weekday-50,9913542-125-D-Weekday-50,"Daly City BART",1301076,0,,1300267
130-158,125-D-Weekday-50,9913543-125-D-Weekday-50,"Colma BART",1301075,1,,1300266
130-158,125-D-Weekday-50,9913544-125-D-Weekday-50,"Daly City BART",1301100,0,,1300267
59-158,125-D-Weekday-50-SDon,9913545-125-D-Weekday-50-SDon,"Hillsdale/Norfolk",591004,0,,590060
ECR-158,125-D-Weekday-50,9913546-125-D-Weekday-50,"Daly City BART",4001032,0,,ECR0904
120-158,125-D-Weekday-50,9913547-125-D-Weekday-50,"Colma BART",1201045,1,,1200224
120-158,125-D-Weekday-50,9913548-125-D-Weekday-50,"Brunswick/Templeton",1201056,0,,1200225
140-158,125-D-Weekday-50,9913549-125-D-Weekday-50,"SFO AirTrain",1401032,0,,1400609
140-158,125-D-Weekday-50,9913550-125-D-Weekday-50,"Manor/Palmetto",1401031,1,,1400610
140-158,125-D-Weekday-50,9913551-125-D-Weekday-50,"SFO AirTrain",1401040,0,,1400609
140-158,125-D-Weekday-50,9913552-125-D-Weekday-50,"Manor/Palmetto",1401039,1,,1400610
ECR-158,125-D-Weekday-50,9913553-125-D-Weekday-50,"Palo Alto Transit Center",4001129,1,,ECR0903
35-158,125-D-Weekday-50-SDon,9913554-125-D-Weekday-50-SDon,"Warwick/Christen",351003,1,,350056
58-158,125-D-Weekday-50-SDon-0010000,9913555-125-D-Weekday-50-SDon-0010000,"Polhemus/Paul Scannell",581001,1,,580047
54-158,125-D-Weekday-50-SDon-0010000,9913557-125-D-Weekday-50-SDon-0010000,"Hillsdale/Norfolk",541001,1,,540085
130-158,125-D-Weekday-50,9913558-125-D-Weekday-50,"Colma BART",1301083,1,,1300266
130-158,125-D-Weekday-50,9913559-125-D-Weekday-50,"Daly City BART",1301108,0,,1300267
118-158,125-D-Weekday-50,9913560-125-D-Weekday-50,"Linda Mar Park & Ride",1181009,1,,1180044
118-158,125-D-Weekday-50,9913561-125-D-Weekday-50,"Linda Mar Park & Ride",1181011,1,,1180044
120-158,125-D-Weekday-50,9913562-125-D-Weekday-50,"Colma BART",1201069,1,,1200224
120-158,125-D-Weekday-50,9913563-125-D-Weekday-50,"Brunswick/Templeton",1201080,0,,1200225
120-158,125-D-Weekday-50,9913564-125-D-Weekday-50,"Colma BART",1201087,1,,1200224
121-158,125-D-Weekday-50,9913565-125-D-Weekday-50,"Skyline College",1211049,1,,1210295
121-158,125-D-Weekday-50,9913566-125-D-Weekday-50,"Pope/Bellevue",1211056,0,,1210280
140-158,125-D-Weekday-50,9913567-125-D-Weekday-50,"Manor/Palmetto",1401043,1,,1400610
140-158,125-D-Weekday-50,9913568-125-D-Weekday-50,"SFO AirTrain",1401048,0,,1400609
140-158,125-D-Weekday-50,9913569-125-D-Weekday-50,"Manor/Palmetto",1401049,1,,1400610
ECR-158,125-D-Weekday-50,9913570-125-D-Weekday-50,"Palo Alto Transit Center",4001017,1,,ECR0903
ECR-158,125-D-Weekday-50,9913571-125-D-Weekday-50,"Daly City BART",4001050,0,,ECR0904
ECR-158,125-D-Weekday-50,9913572-125-D-Weekday-50,"Palo Alto Transit Center",4001071,1,,ECR0903
ECR-158,125-D-Weekday-50,9913573-125-D-Weekday-50,"Daly City BART",4001100,0,,ECR0904
ECR-158,125-D-Weekday-50,9913574-125-D-Weekday-50,"Palo Alto Transit Center",4001021,1,,ECR0903
