trip_id,stop_id
9898129-125-A-Weekday-50,315035
9898129-125-A-Weekday-50,315033
9898129-125-A-Weekday-50,315617
9898129-125-A-Weekday-50,315040
9898129-125-A-Weekday-50,315614
9898129-125-A-Weekday-50,315609
9898129-125-A-Weekday-50,314012
9898129-125-A-Weekday-50,314002
9898129-125-A-Weekday-50,314901
9898129-125-A-Weekday-50,313011
9898129-125-A-Weekday-50,312018
9898129-125-A-Weekday-50,312008
9898129-125-A-Weekday-50,312009
9898129-125-A-Weekday-50,311106
9898130-125-A-Weekday-50,315608
9898130-125-A-Weekday-50,315003
9898130-125-A-Weekday-50,315035
9898130-125-A-Weekday-50,315033
9898130-125-A-Weekday-50,315617
9898130-125-A-Weekday-50,315040
9898130-125-A-Weekday-50,315614
9898130-125-A-Weekday-50,315609
9898130-125-A-Weekday-50,314012
9898130-125-A-Weekday-50,314002
9898130-125-A-Weekday-50,314901
9898130-125-A-Weekday-50,313011
9898130-125-A-Weekday-50,312018
9898130-125-A-Weekday-50,312008
9898130-125-A-Weekday-50,312009
9898130-125-A-Weekday-50,311106
9898131-125-A-Weekday-50,315608
9898131-125-A-Weekday-50,315003
9898131-125-A-Weekday-50,315035
9898131-125-A-Weekday-50,315033
9898131-125-A-Weekday-50,315617
9898131-125-A-Weekday-50,315040
9898131-125-A-Weekday-50,315614
9898131-125-A-Weekday-50,315609
9898131-125-A-Weekday-50,314012
9898131-125-A-Weekday-50,314002
9898131-125-A-Weekday-50,314901
9898131-125-A-Weekday-50,313011
9898131-125-A-Weekday-50,312018
9898131-125-A-Weekday-50,312008
9898131-125-A-Weekday-50,312009
9898131-125-A-Weekday-50,311106
9898132-125-A-Weekday-50,315608
9898132-125-A-Weekday-50,315467
9898132-125-A-Weekday-50,315003
9898132-125-A-Weekday-50,315035
9898132-125-A-Weekday-50,315033
9898132-125-A-Weekday-50,315617
9898132-125-A-Weekday-50,315040
9898132-125-A-Weekday-50,315614
9898132-125-A-Weekday-50,315609
9898132-125-A-Weekday-50,314012
9898132-125-A-Weekday-50,314002
9898132-125-A-Weekday-50,314901
9898132-125-A-Weekday-50,313011
9898132-125-A-Weekday-50,312018
9898132-125-A-Weekday-50,312008
9898132-125-A-Weekday-50,312009
9898132-125-A-Weekday-50,311106
9898133-125-A-Weekday-50,311106
9898133-125-A-Weekday-50,312008
9898133-125-A-Weekday-50,313604
9898133-125-A-Weekday-50,313001
9898133-125-A-Weekday-50,314900
9898133-125-A-Weekday-50,314006
9898133-125-A-Weekday-50,314011
9898133-125-A-Weekday-50,315040
9898133-125-A-Weekday-50,315614
9898133-125-A-Weekday-50,315612
9898133-125-A-Weekday-50,315604
9898133-125-A-Weekday-50,315608
9898134-125-A-Weekday-50,311106
9898134-125-A-Weekday-50,312008
9898134-125-A-Weekday-50,313604
9898134-125-A-Weekday-50,313001
9898134-125-A-Weekday-50,314900
9898134-125-A-Weekday-50,314006
9898134-125-A-Weekday-50,314011
9898134-125-A-Weekday-50,315040
9898134-125-A-Weekday-50,315614
9898134-125-A-Weekday-50,315612
9898134-125-A-Weekday-50,315604
9898134-125-A-Weekday-50,315608
9898135-125-A-Weekday-50,311106
9898135-125-A-Weekday-50,312008
9898135-125-A-Weekday-50,313604
9898135-125-A-Weekday-50,313001
9898135-125-A-Weekday-50,314900
9898135-125-A-Weekday-50,314006
9898135-125-A-Weekday-50,314011
9898135-125-A-Weekday-50,315040
9898135-125-A-Weekday-50,315614
9898135-125-A-Weekday-50,315612
9898135-125-A-Weekday-50,315604
9898135-125-A-Weekday-50,315608
9898135-125-A-Weekday-50,316005
9898136-125-A-Weekday-50,311106
9898136-125-A-Weekday-50,312008
9898136-125-A-Weekday-50,313604
9898136-125-A-Weekday-50,313001
9898136-125-A-Weekday-50,314900
9898136-125-A-Weekday-50,314006
9898136-125-A-Weekday-50,314011
9898136-125-A-Weekday-50,315040
9898136-125-A-Weekday-50,315614
9898136-125-A-Weekday-50,315612
9898136-125-A-Weekday-50,315604
9898136-125-A-Weekday-50,315608
9898137-125-A-Weekday-50,311106
9898137-125-A-Weekday-50,312008
9898137-125-A-Weekday-50,313604
9898137-125-A-Weekday-50,313001
9898137-125-A-Weekday-50,314900
9898137-125-A-Weekday-50,314006
9898137-125-A-Weekday-50,314011
9898137-125-A-Weekday-50,315040
9898137-125-A-Weekday-50,315614
9898137-125-A-Weekday-50,315612
9898137-125-A-Weekday-50,315604
9898137-125-A-Weekday-50,315467
9898137-125-A-Weekday-50,315608
9898138-125-A-Weekday-50,311106
9898138-125-A-Weekday-50,312008
9898138-125-A-Weekday-50,313604
9898138-125-A-Weekday-50,313001
9898138-125-A-Weekday-50,314900
9898138-125-A-Weekday-50,314006
9898138-125-A-Weekday-50,314011
9898138-125-A-Weekday-50,315040
9898138-125-A-Weekday-50,315614
9898138-125-A-Weekday-50,315612
9898138-125-A-Weekday-50,315604
9898138-125-A-Weekday-50,315467
9898138-125-A-Weekday-50,315608
9898139-125-A-Weekday-50,311106
9898139-125-A-Weekday-50,312008
9898139-125-A-Weekday-50,313604
9898139-125-A-Weekday-50,313001
9898139-125-A-Weekday-50,314900
9898139-125-A-Weekday-50,314006
9898139-125-A-Weekday-50,314011
9898139-125-A-Weekday-50,315040
9898139-125-A-Weekday-50,315614
9898139-125-A-Weekday-50,315612
9898139-125-A-Weekday-50,315604
9898139-125-A-Weekday-50,315608
9898140-125-A-Weekday-50,311106
9898140-125-A-Weekday-50,312008
9898140-125-A-Weekday-50,313604
9898140-125-A-Weekday-50,313001
9898140-125-A-Weekday-50,314900
9898140-125-A-Weekday-50,314006
9898140-125-A-Weekday-50,314011
9898140-125-A-Weekday-50,315040
9898140-125-A-Weekday-50,315614
9898140-125-A-Weekday-50,315612
9898140-125-A-Weekday-50,315604
9898140-125-A-Weekday-50,315467
9898140-125-A-Weekday-50,315608
9898141-125-A-Weekday-50,311106
9898141-125-A-Weekday-50,312008
9898141-125-A-Weekday-50,313604
9898141-125-A-Weekday-50,313001
9898141-125-A-Weekday-50,314900
9898141-125-A-Weekday-50,314006
9898141-125-A-Weekday-50,314011
9898141-125-A-Weekday-50,315040
9898141-125-A-Weekday-50,315614
9898141-125-A-Weekday-50,315612
9898141-125-A-Weekday-50,315604
9898141-125-A-Weekday-50,315608
9898142-125-A-Weekday-50,311106
9898142-125-A-Weekday-50,311030
9898142-125-A-Weekday-50,311038
9898142-125-A-Weekday-50,311035
9898142-125-A-Weekday-50,311029
9898142-125-A-Weekday-50,311191
9898142-125-A-Weekday-50,311302
9898142-125-A-Weekday-50,311142
9898142-125-A-Weekday-50,311613
9898142-125-A-Weekday-50,311617
9898142-125-A-Weekday-50,311106
9898143-125-A-Weekday-50,311106
9898143-125-A-Weekday-50,311030
9898143-125-A-Weekday-50,311038
9898143-125-A-Weekday-50,311035
9898143-125-A-Weekday-50,311029
9898143-125-A-Weekday-50,311191
9898143-125-A-Weekday-50,311302
9898143-125-A-Weekday-50,311142
9898143-125-A-Weekday-50,311613
9898143-125-A-Weekday-50,311617
9898143-125-A-Weekday-50,311106
9898144-125-A-Weekday-50,311106
9898144-125-A-Weekday-50,311030
9898144-125-A-Weekday-50,311038
9898144-125-A-Weekday-50,311035
9898144-125-A-Weekday-50,311029
9898144-125-A-Weekday-50,311191
9898144-125-A-Weekday-50,311302
9898144-125-A-Weekday-50,311142
9898144-125-A-Weekday-50,311613
9898144-125-A-Weekday-50,311617
9898144-125-A-Weekday-50,311106
9898145-125-A-Weekday-50,311106
9898145-125-A-Weekday-50,311030
9898145-125-A-Weekday-50,311038
9898145-125-A-Weekday-50,311035
9898145-125-A-Weekday-50,311029
9898145-125-A-Weekday-50,311191
9898145-125-A-Weekday-50,311302
9898145-125-A-Weekday-50,311142
9898145-125-A-Weekday-50,311613
9898145-125-A-Weekday-50,311617
9898145-125-A-Weekday-50,311106
9898146-125-A-Weekday-50,311106
9898146-125-A-Weekday-50,311030
9898146-125-A-Weekday-50,311038
9898146-125-A-Weekday-50,311035
9898146-125-A-Weekday-50,311029
9898146-125-A-Weekday-50,311191
9898146-125-A-Weekday-50,311302
9898146-125-A-Weekday-50,311142
9898146-125-A-Weekday-50,311613
9898146-125-A-Weekday-50,311617
9898146-125-A-Weekday-50,311106
9898147-125-A-Weekday-50,311106
9898147-125-A-Weekday-50,311030
9898147-125-A-Weekday-50,311038
9898147-125-A-Weekday-50,311035
9898147-125-A-Weekday-50,311029
9898147-125-A-Weekday-50,311191
9898147-125-A-Weekday-50,311302
9898147-125-A-Weekday-50,311142
9898147-125-A-Weekday-50,311613
9898147-125-A-Weekday-50,311617
9898147-125-A-Weekday-50,311106
9898148-125-A-Weekday-50,311106
9898148-125-A-Weekday-50,311030
9898148-125-A-Weekday-50,311038
9898148-125-A-Weekday-50,311035
9898148-125-A-Weekday-50,311029
9898148-125-A-Weekday-50,311191
9898148-125-A-Weekday-50,311302
9898148-125-A-Weekday-50,311142
9898148-125-A-Weekday-50,311613
9898148-125-A-Weekday-50,311617
9898148-125-A-Weekday-50,311106
9898149-125-A-Weekday-50,311106
9898149-125-A-Weekday-50,311030
9898149-125-A-Weekday-50,311038
9898149-125-A-Weekday-50,311035
9898149-125-A-Weekday-50,311029
9898149-125-A-Weekday-50,311191
9898149-125-A-Weekday-50,311302
9898149-125-A-Weekday-50,311142
9898149-125-A-Weekday-50,311613
9898149-125-A-Weekday-50,311617
9898149-125-A-Weekday-50,311106
9898150-125-A-Weekday-50,311106
9898150-125-A-Weekday-50,311030
9898150-125-A-Weekday-50,311038
9898150-125-A-Weekday-50,311035
9898150-125-A-Weekday-50,311029
9898150-125-A-Weekday-50,311191
9898150-125-A-Weekday-50,311302
9898150-125-A-Weekday-50,311142
9898150-125-A-Weekday-50,311613
9898150-125-A-Weekday-50,311617
9898150-125-A-Weekday-50,311106
9898151-125-A-Weekday-50,311106
9898151-125-A-Weekday-50,311030
9898151-125-A-Weekday-50,311038
9898151-125-A-Weekday-50,311035
9898151-125-A-Weekday-50,311029
9898151-125-A-Weekday-50,311191
9898151-125-A-Weekday-50,311302
9898151-125-A-Weekday-50,311142
9898151-125-A-Weekday-50,311613
9898151-125-A-Weekday-50,311617
9898151-125-A-Weekday-50,311106
9898152-125-A-Weekday-50,311106
9898152-125-A-Weekday-50,311030
9898152-125-A-Weekday-50,311038
9898152-125-A-Weekday-50,311035
9898152-125-A-Weekday-50,311029
9898152-125-A-Weekday-50,311191
9898152-125-A-Weekday-50,311302
9898152-125-A-Weekday-50,311142
9898152-125-A-Weekday-50,311613
9898152-125-A-Weekday-50,311617
9898152-125-A-Weekday-50,311106
9898153-125-A-Weekday-50,311106
9898153-125-A-Weekday-50,311030
9898153-125-A-Weekday-50,311038
9898153-125-A-Weekday-50,311035
9898153-125-A-Weekday-50,311029
9898153-125-A-Weekday-50,311191
9898153-125-A-Weekday-50,311302
9898153-125-A-Weekday-50,311142
9898153-125-A-Weekday-50,311613
9898153-125-A-Weekday-50,311617
9898153-125-A-Weekday-50,311106
9898154-125-A-Weekday-50,311106
9898154-125-A-Weekday-50,311030
9898154-125-A-Weekday-50,311038
9898154-125-A-Weekday-50,311035
9898154-125-A-Weekday-50,311029
9898154-125-A-Weekday-50,311191
9898154-125-A-Weekday-50,311302
9898154-125-A-Weekday-50,311142
9898154-125-A-Weekday-50,311613
9898154-125-A-Weekday-50,311617
9898154-125-A-Weekday-50,311106
9898155-125-A-Weekday-50,311106
9898155-125-A-Weekday-50,311030
9898155-125-A-Weekday-50,311038
9898155-125-A-Weekday-50,311035
9898155-125-A-Weekday-50,311029
9898155-125-A-Weekday-50,311191
9898155-125-A-Weekday-50,311302
9898155-125-A-Weekday-50,311142
9898155-125-A-Weekday-50,311613
9898155-125-A-Weekday-50,311617
9898155-125-A-Weekday-50,311106
9898156-125-A-Weekday-50,311106
9898156-125-A-Weekday-50,311030
9898156-125-A-Weekday-50,311038
9898156-125-A-Weekday-50,311035
9898156-125-A-Weekday-50,311029
9898156-125-A-Weekday-50,311191
9898156-125-A-Weekday-50,311302
9898156-125-A-Weekday-50,311142
9898156-125-A-Weekday-50,311613
9898156-125-A-Weekday-50,311617
9898156-125-A-Weekday-50,311106
9898157-125-A-Weekday-50,311106
9898157-125-A-Weekday-50,311030
9898157-125-A-Weekday-50,311038
9898157-125-A-Weekday-50,311035
9898157-125-A-Weekday-50,311029
9898157-125-A-Weekday-50,311191
9898157-125-A-Weekday-50,311302
9898157-125-A-Weekday-50,311142
9898157-125-A-Weekday-50,311613
9898157-125-A-Weekday-50,311617
9898157-125-A-Weekday-50,311106
9898158-125-A-Weekday-50,315608
9898158-125-A-Weekday-50,315003
9898158-125-A-Weekday-50,315035
9898158-125-A-Weekday-50,315033
9898158-125-A-Weekday-50,315617
9898158-125-A-Weekday-50,315040
9898158-125-A-Weekday-50,315614
9898158-125-A-Weekday-50,315609
9898158-125-A-Weekday-50,314012
9898158-125-A-Weekday-50,314002
9898158-125-A-Weekday-50,314901
9898158-125-A-Weekday-50,313011
9898158-125-A-Weekday-50,312018
9898158-125-A-Weekday-50,312008
9898158-125-A-Weekday-50,312009
9898158-125-A-Weekday-50,311106
9898159-125-A-Weekday-50,315608
9898159-125-A-Weekday-50,315003
9898159-125-A-Weekday-50,315035
9898159-125-A-Weekday-50,315033
9898159-125-A-Weekday-50,315617
9898159-125-A-Weekday-50,315040
9898159-125-A-Weekday-50,315614
9898159-125-A-Weekday-50,315609
9898159-125-A-Weekday-50,314012
9898159-125-A-Weekday-50,314002
9898159-125-A-Weekday-50,314901
9898159-125-A-Weekday-50,313011
9898159-125-A-Weekday-50,312018
9898159-125-A-Weekday-50,312008
9898159-125-A-Weekday-50,312009
9898159-125-A-Weekday-50,311106
9898160-125-A-Weekday-50,315608
9898160-125-A-Weekday-50,315003
9898160-125-A-Weekday-50,315035
9898160-125-A-Weekday-50,315033
9898160-125-A-Weekday-50,315617
9898160-125-A-Weekday-50,315040
9898160-125-A-Weekday-50,315614
9898160-125-A-Weekday-50,315609
9898160-125-A-Weekday-50,314012
9898160-125-A-Weekday-50,314002
9898160-125-A-Weekday-50,314901
9898160-125-A-Weekday-50,313011
9898160-125-A-Weekday-50,312018
9898160-125-A-Weekday-50,312008
9898160-125-A-Weekday-50,312009
9898160-125-A-Weekday-50,311106
9898161-125-A-Weekday-50,315608
9898161-125-A-Weekday-50,315467
9898161-125-A-Weekday-50,315003
9898161-125-A-Weekday-50,315035
9898161-125-A-Weekday-50,315033
9898161-125-A-Weekday-50,315617
9898161-125-A-Weekday-50,315040
9898161-125-A-Weekday-50,315614
9898161-125-A-Weekday-50,315609
9898161-125-A-Weekday-50,314012
9898161-125-A-Weekday-50,314002
9898161-125-A-Weekday-50,314901
9898161-125-A-Weekday-50,313011
9898161-125-A-Weekday-50,312018
9898161-125-A-Weekday-50,312008
9898161-125-A-Weekday-50,312009
9898161-125-A-Weekday-50,311106
9898162-125-A-Weekday-50,311106
9898162-125-A-Weekday-50,312008
9898162-125-A-Weekday-50,312009
9898162-125-A-Weekday-50,312012
9898162-125-A-Weekday-50,313001
9898162-125-A-Weekday-50,314900
9898162-125-A-Weekday-50,314006
9898162-125-A-Weekday-50,314011
9898162-125-A-Weekday-50,315614
9898162-125-A-Weekday-50,315040
9898162-125-A-Weekday-50,315612
9898162-125-A-Weekday-50,315604
9898162-125-A-Weekday-50,315608
9898163-125-A-Weekday-50,311106
9898163-125-A-Weekday-50,312008
9898163-125-A-Weekday-50,312009
9898163-125-A-Weekday-50,312012
9898163-125-A-Weekday-50,313001
9898163-125-A-Weekday-50,314900
9898163-125-A-Weekday-50,314006
9898163-125-A-Weekday-50,314011
9898163-125-A-Weekday-50,315614
9898163-125-A-Weekday-50,315040
9898163-125-A-Weekday-50,315612
9898163-125-A-Weekday-50,315604
9898163-125-A-Weekday-50,315467
9898163-125-A-Weekday-50,315608
9898164-125-A-Weekday-50,311106
9898164-125-A-Weekday-50,312008
9898164-125-A-Weekday-50,312009
9898164-125-A-Weekday-50,312012
9898164-125-A-Weekday-50,313001
9898164-125-A-Weekday-50,314900
9898164-125-A-Weekday-50,314006
9898164-125-A-Weekday-50,314011
9898164-125-A-Weekday-50,315614
9898164-125-A-Weekday-50,315040
9898164-125-A-Weekday-50,315612
9898164-125-A-Weekday-50,315604
9898164-125-A-Weekday-50,315608
9898165-125-A-Weekday-50,311106
9898165-125-A-Weekday-50,312008
9898165-125-A-Weekday-50,312009
9898165-125-A-Weekday-50,312012
9898165-125-A-Weekday-50,313001
9898165-125-A-Weekday-50,314900
9898165-125-A-Weekday-50,314006
9898165-125-A-Weekday-50,314011
9898165-125-A-Weekday-50,315614
9898165-125-A-Weekday-50,315040
9898165-125-A-Weekday-50,315612
9898165-125-A-Weekday-50,315604
9898165-125-A-Weekday-50,315608
9898166-125-A-Weekday-50,315614
9898166-125-A-Weekday-50,315040
9898166-125-A-Weekday-50,315612
9898166-125-A-Weekday-50,315604
9898166-125-A-Weekday-50,315608
9898166-125-A-Weekday-50,316005
9898167-125-A-Weekday-50,311106
9898167-125-A-Weekday-50,312008
9898167-125-A-Weekday-50,312009
9898167-125-A-Weekday-50,312012
9898167-125-A-Weekday-50,313001
9898167-125-A-Weekday-50,314900
9898167-125-A-Weekday-50,314006
9898167-125-A-Weekday-50,314011
9898167-125-A-Weekday-50,315614
9898167-125-A-Weekday-50,315040
9898167-125-A-Weekday-50,315612
9898167-125-A-Weekday-50,315604
9898167-125-A-Weekday-50,315467
9898167-125-A-Weekday-50,315608
9898168-125-A-Weekday-50,311106
9898168-125-A-Weekday-50,312008
9898168-125-A-Weekday-50,312009
9898168-125-A-Weekday-50,312012
9898168-125-A-Weekday-50,313001
9898168-125-A-Weekday-50,314900
9898168-125-A-Weekday-50,314006
9898168-125-A-Weekday-50,314011
9898168-125-A-Weekday-50,315614
9898168-125-A-Weekday-50,315040
9898168-125-A-Weekday-50,315612
9898168-125-A-Weekday-50,315604
9898168-125-A-Weekday-50,315608
9898193-125-A-Weekday-50-SDon,315617
9898193-125-A-Weekday-50-SDon,315615
9898193-125-A-Weekday-50-SDon,315609
9898193-125-A-Weekday-50-SDon,314012
9898193-125-A-Weekday-50-SDon,314002
9898193-125-A-Weekday-50-SDon,314901
9898193-125-A-Weekday-50-SDon,313011
9898193-125-A-Weekday-50-SDon,312018
9898193-125-A-Weekday-50-SDon,312008
9898194-125-A-Weekday-50-SDon,315615
9898194-125-A-Weekday-50-SDon,315612
9898194-125-A-Weekday-50-SDon,315604
9898194-125-A-Weekday-50-SDon,315608
9898195-125-A-Weekday-50-SDon,315615
9898195-125-A-Weekday-50-SDon,315612
9898195-125-A-Weekday-50-SDon,315604
9898195-125-A-Weekday-50-SDon,315608
9898196-125-A-Weekday-50-SDon,315615
9898196-125-A-Weekday-50-SDon,315609
9898196-125-A-Weekday-50-SDon,314012
9898196-125-A-Weekday-50-SDon,314002
9898196-125-A-Weekday-50-SDon,314901
9898196-125-A-Weekday-50-SDon,313011
9898196-125-A-Weekday-50-SDon,312018
9898196-125-A-Weekday-50-SDon,312008
9898197-125-A-Weekday-50-SDon,312009
9898197-125-A-Weekday-50-SDon,312012
9898197-125-A-Weekday-50-SDon,313001
9898197-125-A-Weekday-50-SDon,314900
9898197-125-A-Weekday-50-SDon,314006
9898197-125-A-Weekday-50-SDon,314011
9898197-125-A-Weekday-50-SDon,315615
9898198-125-A-Weekday-50-SDon,312009
9898198-125-A-Weekday-50-SDon,312012
9898198-125-A-Weekday-50-SDon,313001
9898198-125-A-Weekday-50-SDon,314900
9898198-125-A-Weekday-50-SDon,314006
9898198-125-A-Weekday-50-SDon,314011
9898198-125-A-Weekday-50-SDon,315615
9898198-125-A-Weekday-50-SDon,315612
9898199-125-A-Weekday-50-SDon,315608
9898199-125-A-Weekday-50-SDon,315003
9898199-125-A-Weekday-50-SDon,315035
9898199-125-A-Weekday-50-SDon,315033
9898199-125-A-Weekday-50-SDon,315617
9898199-125-A-Weekday-50-SDon,315615
9898200-125-A-Weekday-50-SDon,315608
9898200-125-A-Weekday-50-SDon,315003
9898200-125-A-Weekday-50-SDon,315035
9898200-125-A-Weekday-50-SDon,315033
9898200-125-A-Weekday-50-SDon,315617
9898200-125-A-Weekday-50-SDon,315615
9898207-125-A-Weekday-50-SDon-1110100,312009
9898207-125-A-Weekday-50-SDon-1110100,312012
9898207-125-A-Weekday-50-SDon-1110100,313001
9898207-125-A-Weekday-50-SDon-1110100,314900
9898207-125-A-Weekday-50-SDon-1110100,314006
9898207-125-A-Weekday-50-SDon-1110100,314011
9898207-125-A-Weekday-50-SDon-1110100,315615
9898207-125-A-Weekday-50-SDon-1110100,315612
9898216-125-A-Weekday-50,341002
9898216-125-A-Weekday-50,341105
9898216-125-A-Weekday-50,341143
9898216-125-A-Weekday-50,341552
9898216-125-A-Weekday-50,341549
9898216-125-A-Weekday-50,340600
9898216-125-A-Weekday-50,341669
9898216-125-A-Weekday-50,341290
9898216-125-A-Weekday-50,341002
9898217-125-A-Weekday-50,341002
9898217-125-A-Weekday-50,341105
9898217-125-A-Weekday-50,341143
9898217-125-A-Weekday-50,341552
9898217-125-A-Weekday-50,341549
9898217-125-A-Weekday-50,340600
9898217-125-A-Weekday-50,341669
9898217-125-A-Weekday-50,341290
9898217-125-A-Weekday-50,341002
9898218-125-A-Weekday-50,341002
9898218-125-A-Weekday-50,341105
9898218-125-A-Weekday-50,341143
9898218-125-A-Weekday-50,341552
9898218-125-A-Weekday-50,341549
9898218-125-A-Weekday-50,340600
9898218-125-A-Weekday-50,341669
9898218-125-A-Weekday-50,341290
9898218-125-A-Weekday-50,341002
9898219-125-A-Weekday-50,341002
9898219-125-A-Weekday-50,341105
9898219-125-A-Weekday-50,341143
9898219-125-A-Weekday-50,341552
9898219-125-A-Weekday-50,341549
9898219-125-A-Weekday-50,340600
9898219-125-A-Weekday-50,341669
9898219-125-A-Weekday-50,341290
9898219-125-A-Weekday-50,341002
9898220-125-A-Weekday-50,341002
9898220-125-A-Weekday-50,341105
9898220-125-A-Weekday-50,341143
9898220-125-A-Weekday-50,341552
9898220-125-A-Weekday-50,341549
9898220-125-A-Weekday-50,340600
9898220-125-A-Weekday-50,341669
9898220-125-A-Weekday-50,341290
9898220-125-A-Weekday-50,341002
9898221-125-A-Weekday-50,341002
9898221-125-A-Weekday-50,341105
9898221-125-A-Weekday-50,341143
9898221-125-A-Weekday-50,341552
9898221-125-A-Weekday-50,341549
9898221-125-A-Weekday-50,340600
9898221-125-A-Weekday-50,341669
9898221-125-A-Weekday-50,341290
9898221-125-A-Weekday-50,341002
9898222-125-A-Weekday-50,341002
9898222-125-A-Weekday-50,341105
9898222-125-A-Weekday-50,341143
9898222-125-A-Weekday-50,341552
9898222-125-A-Weekday-50,341549
9898222-125-A-Weekday-50,340600
9898222-125-A-Weekday-50,341669
9898222-125-A-Weekday-50,341290
9898222-125-A-Weekday-50,341002
9898223-125-A-Weekday-50,341002
9898223-125-A-Weekday-50,341105
9898223-125-A-Weekday-50,341143
9898223-125-A-Weekday-50,341552
9898223-125-A-Weekday-50,341549
9898223-125-A-Weekday-50,340600
9898223-125-A-Weekday-50,341669
9898223-125-A-Weekday-50,341290
9898223-125-A-Weekday-50,341002
9898225-125-A-Weekday-50-SDon-0101000,312009
